Zeile;Time;Concentration;Mean 10s;TimeMean
6639;19.08.2019 14:24;1390.7;#DIV/0!;00.01.1900 00:00:00
6640;19.08.2019 14:24;1411.3;#DIV/0!;00.01.1900 00:00:00
6641;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6642;19.08.2019 14:24;1466;#DIV/0!;00.01.1900 00:00:00
6643;19.08.2019 14:24;1397.9;#DIV/0!;00.01.1900 00:00:00
6644;19.08.2019 14:24;1376.3;#DIV/0!;00.01.1900 00:00:00
6645;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6646;19.08.2019 14:24;1411.3;#DIV/0!;00.01.1900 00:00:00
6647;19.08.2019 14:24;1376.3;#DIV/0!;00.01.1900 00:00:00
6648;19.08.2019 14:24;1395.9;#DIV/0!;00.01.1900 00:00:00
6649;19.08.2019 14:24;1410.3;#DIV/0!;00.01.1900 00:00:00
6650;19.08.2019 14:24;1364.9;#DIV/0!;00.01.1900 00:00:00
6651;19.08.2019 14:24;1413.4;#DIV/0!;00.01.1900 00:00:00
6652;19.08.2019 14:24;1423.7;#DIV/0!;00.01.1900 00:00:00
6653;19.08.2019 14:24;1351.5;#DIV/0!;00.01.1900 00:00:00
6654;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6655;19.08.2019 14:24;1414.8;#DIV/0!;00.01.1900 00:00:00
6656;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6657;19.08.2019 14:24;1461.3;#DIV/0!;00.01.1900 00:00:00
6658;19.08.2019 14:24;1371.1;#DIV/0!;00.01.1900 00:00:00
6659;19.08.2019 14:24;1469.1;#DIV/0!;00.01.1900 00:00:00
6660;19.08.2019 14:24;1439.2;#DIV/0!;00.01.1900 00:00:00
6661;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6662;19.08.2019 14:24;1441.2;#DIV/0!;00.01.1900 00:00:00
6663;19.08.2019 14:24;1391.2;#DIV/0!;00.01.1900 00:00:00
6664;19.08.2019 14:24;1424.4;#DIV/0!;00.01.1900 00:00:00
6665;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6666;19.08.2019 14:24;1417.7;#DIV/0!;00.01.1900 00:00:00
6667;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6668;19.08.2019 14:24;1419.2;#DIV/0!;00.01.1900 00:00:00
6669;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6670;19.08.2019 14:24;1427.4;#DIV/0!;00.01.1900 00:00:00
6671;19.08.2019 14:24;1413;#DIV/0!;00.01.1900 00:00:00
6672;19.08.2019 14:24;1400.7;#DIV/0!;00.01.1900 00:00:00
6673;19.08.2019 14:24;1352.3;#DIV/0!;00.01.1900 00:00:00
6674;19.08.2019 14:24;1383.5;#DIV/0!;00.01.1900 00:00:00
6675;19.08.2019 14:24;1416.5;#DIV/0!;00.01.1900 00:00:00
6676;19.08.2019 14:24;1428.9;#DIV/0!;00.01.1900 00:00:00
6677;19.08.2019 14:24;1391.4;#DIV/0!;00.01.1900 00:00:00
6678;19.08.2019 14:24;1465.5;#DIV/0!;00.01.1900 00:00:00
6679;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6680;19.08.2019 14:24;1377.5;#DIV/0!;00.01.1900 00:00:00
6681;19.08.2019 14:24;NaN;#DIV/0!;00.01.1900 00:00:00
6682;19.08.2019 14:24;1408.4;#DIV/0!;00.01.1900 00:00:00
6683;19.08.2019 14:24;1348.2;#DIV/0!;00.01.1900 00:00:00
6684;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6685;19.08.2019 14:25;1459.3;#DIV/0!;00.01.1900 00:00:00
6686;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6687;19.08.2019 14:25;1434.6;#DIV/0!;00.01.1900 00:00:00
6688;19.08.2019 14:25;1423.3;#DIV/0!;00.01.1900 00:00:00
6689;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6690;19.08.2019 14:25;1408.9;#DIV/0!;00.01.1900 00:00:00
6691;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6692;19.08.2019 14:25;1470.1;#DIV/0!;00.01.1900 00:00:00
6693;19.08.2019 14:25;1445.4;#DIV/0!;00.01.1900 00:00:00
6694;19.08.2019 14:25;1435.1;#DIV/0!;00.01.1900 00:00:00
6695;19.08.2019 14:25;1362.6;#DIV/0!;00.01.1900 00:00:00
6696;19.08.2019 14:25;1429.5;#DIV/0!;00.01.1900 00:00:00
6697;19.08.2019 14:25;1479.4;#DIV/0!;00.01.1900 00:00:00
6698;19.08.2019 14:25;1409.1;#DIV/0!;00.01.1900 00:00:00
6699;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6700;19.08.2019 14:25;1388.7;#DIV/0!;00.01.1900 00:00:00
6701;19.08.2019 14:25;1468.5;#DIV/0!;00.01.1900 00:00:00
6702;19.08.2019 14:25;1437;#DIV/0!;00.01.1900 00:00:00
6703;19.08.2019 14:25;1390;#DIV/0!;00.01.1900 00:00:00
6704;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6705;19.08.2019 14:25;1417.9;#DIV/0!;00.01.1900 00:00:00
6706;19.08.2019 14:25;1439.7;#DIV/0!;00.01.1900 00:00:00
6707;19.08.2019 14:25;1425.4;#DIV/0!;00.01.1900 00:00:00
6708;19.08.2019 14:25;1362.6;#DIV/0!;00.01.1900 00:00:00
6709;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6710;19.08.2019 14:25;1412;#DIV/0!;00.01.1900 00:00:00
6711;19.08.2019 14:25;1429;#DIV/0!;00.01.1900 00:00:00
6712;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6713;19.08.2019 14:25;1338.9;#DIV/0!;00.01.1900 00:00:00
6714;19.08.2019 14:25;1402.6;#DIV/0!;00.01.1900 00:00:00
6715;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6716;19.08.2019 14:25;1440.2;#DIV/0!;00.01.1900 00:00:00
6717;19.08.2019 14:25;1449.5;#DIV/0!;00.01.1900 00:00:00
6718;19.08.2019 14:25;1434.5;#DIV/0!;00.01.1900 00:00:00
6719;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6720;19.08.2019 14:25;1448.4;#DIV/0!;00.01.1900 00:00:00
6721;19.08.2019 14:25;1473.7;#DIV/0!;00.01.1900 00:00:00
6722;19.08.2019 14:25;1467;#DIV/0!;00.01.1900 00:00:00
6723;19.08.2019 14:25;1345.6;#DIV/0!;00.01.1900 00:00:00
6724;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6725;19.08.2019 14:25;1433;#DIV/0!;00.01.1900 00:00:00
6726;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6727;19.08.2019 14:25;1463.4;#DIV/0!;00.01.1900 00:00:00
6728;19.08.2019 14:25;1434;#DIV/0!;00.01.1900 00:00:00
6729;19.08.2019 14:25;1387.6;#DIV/0!;00.01.1900 00:00:00
6730;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6731;19.08.2019 14:25;1444.3;#DIV/0!;00.01.1900 00:00:00
6732;19.08.2019 14:25;1391.8;#DIV/0!;00.01.1900 00:00:00
6733;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6734;19.08.2019 14:25;1460.4;#DIV/0!;00.01.1900 00:00:00
6735;19.08.2019 14:25;1429;#DIV/0!;00.01.1900 00:00:00
6736;19.08.2019 14:25;NaN;#DIV/0!;00.01.1900 00:00:00
6737;19.08.2019 14:25;1428.5;#DIV/0!;00.01.1900 00:00:00
6738;19.08.2019 14:25;1385.2;#DIV/0!;00.01.1900 00:00:00
6739;19.08.2019 14:25;1437.7;#DIV/0!;00.01.1900 00:00:00
6740;19.08.2019 14:25;1416.1;#DIV/0!;00.01.1900 00:00:00
6741;19.08.2019 14:25;1401.7;#DIV/0!;00.01.1900 00:00:00
6742;19.08.2019 14:25;1414.1;#DIV/0!;00.01.1900 00:00:00
6743;19.08.2019 14:25;1437.7;#DIV/0!;00.01.1900 00:00:00
6744;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6745;19.08.2019 14:26;1440.7;#DIV/0!;00.01.1900 00:00:00
6746;19.08.2019 14:26;1359.8;#DIV/0!;00.01.1900 00:00:00
6747;19.08.2019 14:26;1447.4;#DIV/0!;00.01.1900 00:00:00
6748;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6749;19.08.2019 14:26;1382.5;#DIV/0!;00.01.1900 00:00:00
6750;19.08.2019 14:26;1395.9;#DIV/0!;00.01.1900 00:00:00
6751;19.08.2019 14:26;1424.7;#DIV/0!;00.01.1900 00:00:00
6752;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6753;19.08.2019 14:26;1368;#DIV/0!;00.01.1900 00:00:00
6754;19.08.2019 14:26;1451.5;#DIV/0!;00.01.1900 00:00:00
6755;19.08.2019 14:26;1385.6;#DIV/0!;00.01.1900 00:00:00
6756;19.08.2019 14:26;1443.3;#DIV/0!;00.01.1900 00:00:00
6757;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6758;19.08.2019 14:26;1453.6;#DIV/0!;00.01.1900 00:00:00
6759;19.08.2019 14:26;1476.8;#DIV/0!;00.01.1900 00:00:00
6760;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6761;19.08.2019 14:26;1541.7;#DIV/0!;00.01.1900 00:00:00
6762;19.08.2019 14:26;1403.8;#DIV/0!;00.01.1900 00:00:00
6763;19.08.2019 14:26;1453.7;#DIV/0!;00.01.1900 00:00:00
6764;19.08.2019 14:26;1446;#DIV/0!;00.01.1900 00:00:00
6765;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6766;19.08.2019 14:26;1421.8;#DIV/0!;00.01.1900 00:00:00
6767;19.08.2019 14:26;1535.5;#DIV/0!;00.01.1900 00:00:00
6768;19.08.2019 14:26;1507.7;#DIV/0!;00.01.1900 00:00:00
6769;19.08.2019 14:26;1421.3;#DIV/0!;00.01.1900 00:00:00
6770;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6771;19.08.2019 14:26;1412;#DIV/0!;00.01.1900 00:00:00
6772;19.08.2019 14:26;1469.6;#DIV/0!;00.01.1900 00:00:00
6773;19.08.2019 14:26;1396.6;#DIV/0!;00.01.1900 00:00:00
6774;19.08.2019 14:26;1429.9;#DIV/0!;00.01.1900 00:00:00
6775;19.08.2019 14:26;1462.9;#DIV/0!;00.01.1900 00:00:00
6776;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6777;19.08.2019 14:26;1409.3;#DIV/0!;00.01.1900 00:00:00
6778;19.08.2019 14:26;1503.1;#DIV/0!;00.01.1900 00:00:00
6779;19.08.2019 14:26;1432;#DIV/0!;00.01.1900 00:00:00
6780;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6781;19.08.2019 14:26;1473.8;#DIV/0!;00.01.1900 00:00:00
6782;19.08.2019 14:26;1418;#DIV/0!;00.01.1900 00:00:00
6783;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6784;19.08.2019 14:26;1458.2;#DIV/0!;00.01.1900 00:00:00
6785;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6786;19.08.2019 14:26;1472.2;#DIV/0!;00.01.1900 00:00:00
6787;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6788;19.08.2019 14:26;1471.1;#DIV/0!;00.01.1900 00:00:00
6789;19.08.2019 14:26;1464.9;#DIV/0!;00.01.1900 00:00:00
6790;19.08.2019 14:26;1443.9;#DIV/0!;00.01.1900 00:00:00
6791;19.08.2019 14:26;1427.4;#DIV/0!;00.01.1900 00:00:00
6792;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6793;19.08.2019 14:26;1443.9;#DIV/0!;00.01.1900 00:00:00
6794;19.08.2019 14:26;1438.1;#DIV/0!;00.01.1900 00:00:00
6795;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6796;19.08.2019 14:26;1476.8;#DIV/0!;00.01.1900 00:00:00
6797;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6798;19.08.2019 14:26;1440.8;#DIV/0!;00.01.1900 00:00:00
6799;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6800;19.08.2019 14:26;1497.4;#DIV/0!;00.01.1900 00:00:00
6801;19.08.2019 14:26;1505.2;#DIV/0!;00.01.1900 00:00:00
6802;19.08.2019 14:26;NaN;#DIV/0!;00.01.1900 00:00:00
6803;19.08.2019 14:26;1446.9;#DIV/0!;00.01.1900 00:00:00
6804;19.08.2019 14:27;1457.7;#DIV/0!;00.01.1900 00:00:00
6805;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6806;19.08.2019 14:27;1452.6;#DIV/0!;00.01.1900 00:00:00
6807;19.08.2019 14:27;1439.2;#DIV/0!;00.01.1900 00:00:00
6808;19.08.2019 14:27;1464.9;#DIV/0!;00.01.1900 00:00:00
6809;19.08.2019 14:27;1495.9;#DIV/0!;00.01.1900 00:00:00
6810;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6811;19.08.2019 14:27;1487.1;#DIV/0!;00.01.1900 00:00:00
6812;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6813;19.08.2019 14:27;1462.9;#DIV/0!;00.01.1900 00:00:00
6814;19.08.2019 14:27;1475.3;#DIV/0!;00.01.1900 00:00:00
6815;19.08.2019 14:27;1431.6;#DIV/0!;00.01.1900 00:00:00
6816;19.08.2019 14:27;1496.9;#DIV/0!;00.01.1900 00:00:00
6817;19.08.2019 14:27;1453.2;#DIV/0!;00.01.1900 00:00:00
6818;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6819;19.08.2019 14:27;1443.4;#DIV/0!;00.01.1900 00:00:00
6820;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6821;19.08.2019 14:27;1448;#DIV/0!;00.01.1900 00:00:00
6822;19.08.2019 14:27;1497.4;#DIV/0!;00.01.1900 00:00:00
6823;19.08.2019 14:27;1411.3;#DIV/0!;00.01.1900 00:00:00
6824;19.08.2019 14:27;1501;#DIV/0!;00.01.1900 00:00:00
6825;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6826;19.08.2019 14:27;1438.1;#DIV/0!;00.01.1900 00:00:00
6827;19.08.2019 14:27;1477.3;#DIV/0!;00.01.1900 00:00:00
6828;19.08.2019 14:27;1441.2;#DIV/0!;00.01.1900 00:00:00
6829;19.08.2019 14:27;1456.2;#DIV/0!;00.01.1900 00:00:00
6830;19.08.2019 14:27;1496.9;#DIV/0!;00.01.1900 00:00:00
6831;19.08.2019 14:27;1485.6;#DIV/0!;00.01.1900 00:00:00
6832;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6833;19.08.2019 14:27;1472.7;#DIV/0!;00.01.1900 00:00:00
6834;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6835;19.08.2019 14:27;1450.1;#DIV/0!;00.01.1900 00:00:00
6836;19.08.2019 14:27;1466.6;#DIV/0!;00.01.1900 00:00:00
6837;19.08.2019 14:27;1446;#DIV/0!;00.01.1900 00:00:00
6838;19.08.2019 14:27;1471.7;#DIV/0!;00.01.1900 00:00:00
6839;19.08.2019 14:27;1436.1;#DIV/0!;00.01.1900 00:00:00
6840;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6841;19.08.2019 14:27;1500;#DIV/0!;00.01.1900 00:00:00
6842;19.08.2019 14:27;1490.7;#DIV/0!;00.01.1900 00:00:00
6843;19.08.2019 14:27;1503.1;#DIV/0!;00.01.1900 00:00:00
6844;19.08.2019 14:27;1442.3;#DIV/0!;00.01.1900 00:00:00
6845;19.08.2019 14:27;1473.2;#DIV/0!;00.01.1900 00:00:00
6846;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6847;19.08.2019 14:27;1495.9;#DIV/0!;00.01.1900 00:00:00
6848;19.08.2019 14:27;1503.1;#DIV/0!;00.01.1900 00:00:00
6849;19.08.2019 14:27;1455.2;#DIV/0!;00.01.1900 00:00:00
6850;19.08.2019 14:27;1510.3;#DIV/0!;00.01.1900 00:00:00
6851;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6852;19.08.2019 14:27;1407.2;#DIV/0!;00.01.1900 00:00:00
6853;19.08.2019 14:27;1469.1;#DIV/0!;00.01.1900 00:00:00
6854;19.08.2019 14:27;1483;#DIV/0!;00.01.1900 00:00:00
6855;19.08.2019 14:27;1472.2;#DIV/0!;00.01.1900 00:00:00
6856;19.08.2019 14:27;1415.1;#DIV/0!;00.01.1900 00:00:00
6857;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6858;19.08.2019 14:27;1472.2;#DIV/0!;00.01.1900 00:00:00
6859;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6860;19.08.2019 14:27;1482;#DIV/0!;00.01.1900 00:00:00
6861;19.08.2019 14:27;NaN;#DIV/0!;00.01.1900 00:00:00
6862;19.08.2019 14:27;1453.2;#DIV/0!;00.01.1900 00:00:00
6863;19.08.2019 14:27;1485.6;#DIV/0!;00.01.1900 00:00:00
6864;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6865;19.08.2019 14:28;1521.6;#DIV/0!;00.01.1900 00:00:00
6866;19.08.2019 14:28;1450.5;#DIV/0!;00.01.1900 00:00:00
6867;19.08.2019 14:28;1462.4;#DIV/0!;00.01.1900 00:00:00
6868;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6869;19.08.2019 14:28;1445.9;#DIV/0!;00.01.1900 00:00:00
6870;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6871;19.08.2019 14:28;1491.8;#DIV/0!;00.01.1900 00:00:00
6872;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6873;19.08.2019 14:28;1477.4;#DIV/0!;00.01.1900 00:00:00
6874;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6875;19.08.2019 14:28;1511.3;#DIV/0!;00.01.1900 00:00:00
6876;19.08.2019 14:28;1494.8;#DIV/0!;00.01.1900 00:00:00
6877;19.08.2019 14:28;1572.2;#DIV/0!;00.01.1900 00:00:00
6878;19.08.2019 14:28;1491.8;#DIV/0!;00.01.1900 00:00:00
6879;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6880;19.08.2019 14:28;1444.3;#DIV/0!;00.01.1900 00:00:00
6881;19.08.2019 14:28;1423.1;#DIV/0!;00.01.1900 00:00:00
6882;19.08.2019 14:28;1487.1;#DIV/0!;00.01.1900 00:00:00
6883;19.08.2019 14:28;1485;#DIV/0!;00.01.1900 00:00:00
6884;19.08.2019 14:28;1498.5;#DIV/0!;00.01.1900 00:00:00
6885;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6886;19.08.2019 14:28;1521.6;#DIV/0!;00.01.1900 00:00:00
6887;19.08.2019 14:28;1545.4;#DIV/0!;00.01.1900 00:00:00
6888;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6889;19.08.2019 14:28;1542.2;#DIV/0!;00.01.1900 00:00:00
6890;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6891;19.08.2019 14:28;1496.9;#DIV/0!;00.01.1900 00:00:00
6892;19.08.2019 14:28;1549.5;#DIV/0!;00.01.1900 00:00:00
6893;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6894;19.08.2019 14:28;1525.8;#DIV/0!;00.01.1900 00:00:00
6895;19.08.2019 14:28;1510.3;#DIV/0!;00.01.1900 00:00:00
6896;19.08.2019 14:28;1488.7;#DIV/0!;00.01.1900 00:00:00
6897;19.08.2019 14:28;1561.9;#DIV/0!;00.01.1900 00:00:00
6898;19.08.2019 14:28;1471.1;#DIV/0!;00.01.1900 00:00:00
6899;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6900;19.08.2019 14:28;1514.4;#DIV/0!;00.01.1900 00:00:00
6901;19.08.2019 14:28;1466;#DIV/0!;00.01.1900 00:00:00
6902;19.08.2019 14:28;1419.6;#DIV/0!;00.01.1900 00:00:00
6903;19.08.2019 14:28;1492.8;#DIV/0!;00.01.1900 00:00:00
6904;19.08.2019 14:28;1520.6;#DIV/0!;00.01.1900 00:00:00
6905;19.08.2019 14:28;1439.2;#DIV/0!;00.01.1900 00:00:00
6906;19.08.2019 14:28;1519;#DIV/0!;00.01.1900 00:00:00
6907;19.08.2019 14:28;1494.3;#DIV/0!;00.01.1900 00:00:00
6908;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6909;19.08.2019 14:28;1499.5;#DIV/0!;00.01.1900 00:00:00
6910;19.08.2019 14:28;1528.9;#DIV/0!;00.01.1900 00:00:00
6911;19.08.2019 14:28;1455.7;#DIV/0!;00.01.1900 00:00:00
6912;19.08.2019 14:28;1469.1;#DIV/0!;00.01.1900 00:00:00
6913;19.08.2019 14:28;1525.8;#DIV/0!;00.01.1900 00:00:00
6914;19.08.2019 14:28;1505.7;#DIV/0!;00.01.1900 00:00:00
6915;19.08.2019 14:28;1517.6;#DIV/0!;00.01.1900 00:00:00
6916;19.08.2019 14:28;1478.8;#DIV/0!;00.01.1900 00:00:00
6917;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6918;19.08.2019 14:28;1490.7;#DIV/0!;00.01.1900 00:00:00
6919;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6920;19.08.2019 14:28;1541.2;#DIV/0!;00.01.1900 00:00:00
6921;19.08.2019 14:28;1535.1;#DIV/0!;00.01.1900 00:00:00
6922;19.08.2019 14:28;NaN;#DIV/0!;00.01.1900 00:00:00
6923;19.08.2019 14:28;1520.1;#DIV/0!;00.01.1900 00:00:00
6924;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6925;19.08.2019 14:29;1552.6;#DIV/0!;00.01.1900 00:00:00
6926;19.08.2019 14:29;1492.8;#DIV/0!;00.01.1900 00:00:00
6927;19.08.2019 14:29;1504.6;#DIV/0!;00.01.1900 00:00:00
6928;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6929;19.08.2019 14:29;1526.3;#DIV/0!;00.01.1900 00:00:00
6930;19.08.2019 14:29;1496.9;#DIV/0!;00.01.1900 00:00:00
6931;19.08.2019 14:29;1540.8;#DIV/0!;00.01.1900 00:00:00
6932;19.08.2019 14:29;1580.4;#DIV/0!;00.01.1900 00:00:00
6933;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6934;19.08.2019 14:29;1462.9;#DIV/0!;00.01.1900 00:00:00
6935;19.08.2019 14:29;1478.4;#DIV/0!;00.01.1900 00:00:00
6936;19.08.2019 14:29;1534;#DIV/0!;00.01.1900 00:00:00
6937;19.08.2019 14:29;1513.4;#DIV/0!;00.01.1900 00:00:00
6938;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6939;19.08.2019 14:29;1571.1;#DIV/0!;00.01.1900 00:00:00
6940;19.08.2019 14:29;1500;#DIV/0!;00.01.1900 00:00:00
6941;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6942;19.08.2019 14:29;1510.8;#DIV/0!;00.01.1900 00:00:00
6943;19.08.2019 14:29;1525.8;#DIV/0!;00.01.1900 00:00:00
6944;19.08.2019 14:29;1510.3;#DIV/0!;00.01.1900 00:00:00
6945;19.08.2019 14:29;1511.3;#DIV/0!;00.01.1900 00:00:00
6946;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6947;19.08.2019 14:29;1527.3;#DIV/0!;00.01.1900 00:00:00
6948;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6949;19.08.2019 14:29;1559.8;#DIV/0!;00.01.1900 00:00:00
6950;19.08.2019 14:29;1489.2;#DIV/0!;00.01.1900 00:00:00
6951;19.08.2019 14:29;1506.2;#DIV/0!;00.01.1900 00:00:00
6952;19.08.2019 14:29;1513.9;#DIV/0!;00.01.1900 00:00:00
6953;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6954;19.08.2019 14:29;1478.4;#DIV/0!;00.01.1900 00:00:00
6955;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6956;19.08.2019 14:29;1561.9;#DIV/0!;00.01.1900 00:00:00
6957;19.08.2019 14:29;1528.9;#DIV/0!;00.01.1900 00:00:00
6958;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6959;19.08.2019 14:29;1534.5;#DIV/0!;00.01.1900 00:00:00
6960;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6961;19.08.2019 14:29;1516;#DIV/0!;00.01.1900 00:00:00
6962;19.08.2019 14:29;1527.3;#DIV/0!;00.01.1900 00:00:00
6963;19.08.2019 14:29;1519;#DIV/0!;00.01.1900 00:00:00
6964;19.08.2019 14:29;1544.8;#DIV/0!;00.01.1900 00:00:00
6965;19.08.2019 14:29;1530.9;#DIV/0!;00.01.1900 00:00:00
6966;19.08.2019 14:29;1565.4;#DIV/0!;00.01.1900 00:00:00
6967;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6968;19.08.2019 14:29;1578.7;#DIV/0!;00.01.1900 00:00:00
6969;19.08.2019 14:29;1458.3;#DIV/0!;00.01.1900 00:00:00
6970;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6971;19.08.2019 14:29;1483;#DIV/0!;00.01.1900 00:00:00
6972;19.08.2019 14:29;1558.7;#DIV/0!;00.01.1900 00:00:00
6973;19.08.2019 14:29;1548.9;#DIV/0!;00.01.1900 00:00:00
6974;19.08.2019 14:29;1522.1;#DIV/0!;00.01.1900 00:00:00
6975;19.08.2019 14:29;1572.6;#DIV/0!;00.01.1900 00:00:00
6976;19.08.2019 14:29;1521.1;#DIV/0!;00.01.1900 00:00:00
6977;19.08.2019 14:29;1504.1;#DIV/0!;00.01.1900 00:00:00
6978;19.08.2019 14:29;1566;#DIV/0!;00.01.1900 00:00:00
6979;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6980;19.08.2019 14:29;1502.6;#DIV/0!;00.01.1900 00:00:00
6981;19.08.2019 14:29;1497.4;#DIV/0!;00.01.1900 00:00:00
6982;19.08.2019 14:29;1543.2;#DIV/0!;00.01.1900 00:00:00
6983;19.08.2019 14:29;NaN;#DIV/0!;00.01.1900 00:00:00
6984;19.08.2019 14:30;1578.7;#DIV/0!;00.01.1900 00:00:00
6985;19.08.2019 14:30;1511.3;#DIV/0!;00.01.1900 00:00:00
6986;19.08.2019 14:30;NaN;#DIV/0!;00.01.1900 00:00:00
6987;19.08.2019 14:30;1483.5;#DIV/0!;00.01.1900 00:00:00
6988;19.08.2019 14:30;NaN;#DIV/0!;00.01.1900 00:00:00
6989;19.08.2019 14:30;1536.1;#DIV/0!;00.01.1900 00:00:00
6990;19.08.2019 14:30;1577.3;#DIV/0!;00.01.1900 00:00:00
6991;19.08.2019 14:30;NaN;#DIV/0!;00.01.1900 00:00:00
