Zeile;Time;Concentration;Mean 10s;TimeMean
24478;19.08.2019 22:55;535.16;#DIV/0!;00.01.1900 00:00:00
24479;19.08.2019 22:55;558.83;#DIV/0!;00.01.1900 00:00:00
24480;19.08.2019 22:55;507.38;#DIV/0!;00.01.1900 00:00:00
24481;19.08.2019 22:55;548.54;#DIV/0!;00.01.1900 00:00:00
24482;19.08.2019 22:55;551.63;#DIV/0!;00.01.1900 00:00:00
24483;19.08.2019 22:55;514.58;#DIV/0!;00.01.1900 00:00:00
24484;19.08.2019 22:55;525.9;#DIV/0!;00.01.1900 00:00:00
24485;19.08.2019 22:55;548.54;#DIV/0!;00.01.1900 00:00:00
24486;19.08.2019 22:55;528.99;#DIV/0!;00.01.1900 00:00:00
24487;19.08.2019 22:55;505.32;#DIV/0!;00.01.1900 00:00:00
24488;19.08.2019 22:55;554.64;#DIV/0!;00.01.1900 00:00:00
24489;19.08.2019 22:55;548.54;#DIV/0!;00.01.1900 00:00:00
24490;19.08.2019 22:55;556.7;#DIV/0!;00.01.1900 00:00:00
24491;19.08.2019 22:55;553.61;#DIV/0!;00.01.1900 00:00:00
24492;19.08.2019 22:55;538.14;#DIV/0!;00.01.1900 00:00:00
24493;19.08.2019 22:55;533.1;#DIV/0!;00.01.1900 00:00:00
24494;19.08.2019 22:55;538.25;#DIV/0!;00.01.1900 00:00:00
24495;19.08.2019 22:55;541.34;#DIV/0!;00.01.1900 00:00:00
24496;19.08.2019 22:55;539.28;#DIV/0!;00.01.1900 00:00:00
24497;19.08.2019 22:55;536.19;#DIV/0!;00.01.1900 00:00:00
24498;19.08.2019 22:55;525.9;#DIV/0!;00.01.1900 00:00:00
24499;19.08.2019 22:55;545.45;#DIV/0!;00.01.1900 00:00:00
24500;19.08.2019 22:55;519.73;#DIV/0!;00.01.1900 00:00:00
24501;19.08.2019 22:55;557.8;#DIV/0!;00.01.1900 00:00:00
24502;19.08.2019 22:55;580.45;#DIV/0!;00.01.1900 00:00:00
24503;19.08.2019 22:55;571.18;#DIV/0!;00.01.1900 00:00:00
24504;19.08.2019 22:55;518.7;#DIV/0!;00.01.1900 00:00:00
24505;19.08.2019 22:55;554.72;#DIV/0!;00.01.1900 00:00:00
24506;19.08.2019 22:55;538.25;#DIV/0!;00.01.1900 00:00:00
24507;19.08.2019 22:55;552.66;#DIV/0!;00.01.1900 00:00:00
24508;19.08.2019 22:56;557.8;#DIV/0!;00.01.1900 00:00:00
24509;19.08.2019 22:56;498.11;#DIV/0!;00.01.1900 00:00:00
24510;19.08.2019 22:56;557.8;#DIV/0!;00.01.1900 00:00:00
24511;19.08.2019 22:56;570.15;#DIV/0!;00.01.1900 00:00:00
24512;19.08.2019 22:56;517.67;#DIV/0!;00.01.1900 00:00:00
24513;19.08.2019 22:56;523.84;#DIV/0!;00.01.1900 00:00:00
24514;19.08.2019 22:56;552.66;#DIV/0!;00.01.1900 00:00:00
24515;19.08.2019 22:56;523.84;#DIV/0!;00.01.1900 00:00:00
24516;19.08.2019 22:56;547.51;#DIV/0!;00.01.1900 00:00:00
24517;19.08.2019 22:56;538.25;#DIV/0!;00.01.1900 00:00:00
24518;19.08.2019 22:56;534.13;#DIV/0!;00.01.1900 00:00:00
24519;19.08.2019 22:56;569.13;#DIV/0!;00.01.1900 00:00:00
24520;19.08.2019 22:56;554.72;#DIV/0!;00.01.1900 00:00:00
24521;19.08.2019 22:56;530.02;#DIV/0!;00.01.1900 00:00:00
24522;19.08.2019 22:56;553.69;#DIV/0!;00.01.1900 00:00:00
24523;19.08.2019 22:56;535.16;#DIV/0!;00.01.1900 00:00:00
24524;19.08.2019 22:56;552.66;#DIV/0!;00.01.1900 00:00:00
24525;19.08.2019 22:56;569.13;#DIV/0!;00.01.1900 00:00:00
24526;19.08.2019 22:56;540.31;#DIV/0!;00.01.1900 00:00:00
24527;19.08.2019 22:56;522.81;#DIV/0!;00.01.1900 00:00:00
24528;19.08.2019 22:56;542.37;#DIV/0!;00.01.1900 00:00:00
24529;19.08.2019 22:56;543.4;#DIV/0!;00.01.1900 00:00:00
24530;19.08.2019 22:56;567.07;#DIV/0!;00.01.1900 00:00:00
24531;19.08.2019 22:56;566.04;#DIV/0!;00.01.1900 00:00:00
24532;19.08.2019 22:56;558.83;#DIV/0!;00.01.1900 00:00:00
24533;19.08.2019 22:56;545.45;#DIV/0!;00.01.1900 00:00:00
24534;19.08.2019 22:56;531.05;#DIV/0!;00.01.1900 00:00:00
24535;19.08.2019 22:56;537.33;#DIV/0!;00.01.1900 00:00:00
24536;19.08.2019 22:56;529.11;#DIV/0!;00.01.1900 00:00:00
24537;19.08.2019 22:56;538.36;#DIV/0!;00.01.1900 00:00:00
24538;19.08.2019 22:56;515.75;#DIV/0!;00.01.1900 00:00:00
24539;19.08.2019 22:56;515.75;#DIV/0!;00.01.1900 00:00:00
24540;19.08.2019 22:56;534.13;#DIV/0!;00.01.1900 00:00:00
24541;19.08.2019 22:56;520.75;#DIV/0!;00.01.1900 00:00:00
24542;19.08.2019 22:56;486.79;#DIV/0!;00.01.1900 00:00:00
24543;19.08.2019 22:56;558.83;#DIV/0!;00.01.1900 00:00:00
24544;19.08.2019 22:56;563.98;#DIV/0!;00.01.1900 00:00:00
24545;19.08.2019 22:56;565.01;#DIV/0!;00.01.1900 00:00:00
24546;19.08.2019 22:56;513.55;#DIV/0!;00.01.1900 00:00:00
24547;19.08.2019 22:56;549.66;#DIV/0!;00.01.1900 00:00:00
24548;19.08.2019 22:56;552.74;#DIV/0!;00.01.1900 00:00:00
24549;19.08.2019 22:56;526.03;#DIV/0!;00.01.1900 00:00:00
24550;19.08.2019 22:56;530.14;#DIV/0!;00.01.1900 00:00:00
24551;19.08.2019 22:56;527.05;#DIV/0!;00.01.1900 00:00:00
24552;19.08.2019 22:56;533.1;#DIV/0!;00.01.1900 00:00:00
24553;19.08.2019 22:56;537.22;#DIV/0!;00.01.1900 00:00:00
24554;19.08.2019 22:56;567.07;#DIV/0!;00.01.1900 00:00:00
24555;19.08.2019 22:56;510.46;#DIV/0!;00.01.1900 00:00:00
24556;19.08.2019 22:56;518.7;#DIV/0!;00.01.1900 00:00:00
24557;19.08.2019 22:56;523.84;#DIV/0!;00.01.1900 00:00:00
24558;19.08.2019 22:56;538.25;#DIV/0!;00.01.1900 00:00:00
24559;19.08.2019 22:56;548.54;#DIV/0!;00.01.1900 00:00:00
24560;19.08.2019 22:56;532.08;#DIV/0!;00.01.1900 00:00:00
24561;19.08.2019 22:56;546.48;#DIV/0!;00.01.1900 00:00:00
24562;19.08.2019 22:56;474.44;#DIV/0!;00.01.1900 00:00:00
24563;19.08.2019 22:56;568.1;#DIV/0!;00.01.1900 00:00:00
24564;19.08.2019 22:56;548.54;#DIV/0!;00.01.1900 00:00:00
24565;19.08.2019 22:56;550.6;#DIV/0!;00.01.1900 00:00:00
24566;19.08.2019 22:56;536.19;#DIV/0!;00.01.1900 00:00:00
24567;19.08.2019 22:56;544.43;#DIV/0!;00.01.1900 00:00:00
24568;19.08.2019 22:57;572.21;#DIV/0!;00.01.1900 00:00:00
24569;19.08.2019 22:57;546.48;#DIV/0!;00.01.1900 00:00:00
24570;19.08.2019 22:57;559.79;#DIV/0!;00.01.1900 00:00:00
24571;19.08.2019 22:57;530.93;#DIV/0!;00.01.1900 00:00:00
24572;19.08.2019 22:57;548.54;#DIV/0!;00.01.1900 00:00:00
24573;19.08.2019 22:57;538.25;#DIV/0!;00.01.1900 00:00:00
24574;19.08.2019 22:57;537.22;#DIV/0!;00.01.1900 00:00:00
24575;19.08.2019 22:57;533.1;#DIV/0!;00.01.1900 00:00:00
24576;19.08.2019 22:57;515.61;#DIV/0!;00.01.1900 00:00:00
24577;19.08.2019 22:57;541.44;#DIV/0!;00.01.1900 00:00:00
24578;19.08.2019 22:57;523.84;#DIV/0!;00.01.1900 00:00:00
24579;19.08.2019 22:57;530.14;#DIV/0!;00.01.1900 00:00:00
24580;19.08.2019 22:57;540.41;#DIV/0!;00.01.1900 00:00:00
24581;19.08.2019 22:57;534.25;#DIV/0!;00.01.1900 00:00:00
24582;19.08.2019 22:57;517.81;#DIV/0!;00.01.1900 00:00:00
24583;19.08.2019 22:57;542.47;#DIV/0!;00.01.1900 00:00:00
24584;19.08.2019 22:57;564.04;#DIV/0!;00.01.1900 00:00:00
24585;19.08.2019 22:57;539.38;#DIV/0!;00.01.1900 00:00:00
24586;19.08.2019 22:57;554.79;#DIV/0!;00.01.1900 00:00:00
24587;19.08.2019 22:57;552.74;#DIV/0!;00.01.1900 00:00:00
24588;19.08.2019 22:57;520.89;#DIV/0!;00.01.1900 00:00:00
24589;19.08.2019 22:57;512.67;#DIV/0!;00.01.1900 00:00:00
24590;19.08.2019 22:57;534.25;#DIV/0!;00.01.1900 00:00:00
24591;19.08.2019 22:57;540.41;#DIV/0!;00.01.1900 00:00:00
24592;19.08.2019 22:57;542.47;#DIV/0!;00.01.1900 00:00:00
24593;19.08.2019 22:57;514.73;#DIV/0!;00.01.1900 00:00:00
24594;19.08.2019 22:57;533.22;#DIV/0!;00.01.1900 00:00:00
24595;19.08.2019 22:57;588.7;#DIV/0!;00.01.1900 00:00:00
24596;19.08.2019 22:57;509.59;#DIV/0!;00.01.1900 00:00:00
24597;19.08.2019 22:57;468.27;#DIV/0!;00.01.1900 00:00:00
24598;19.08.2019 22:57;522.81;#DIV/0!;00.01.1900 00:00:00
24599;19.08.2019 22:57;538.25;#DIV/0!;00.01.1900 00:00:00
24600;19.08.2019 22:57;499.14;#DIV/0!;00.01.1900 00:00:00
24601;19.08.2019 22:57;569.13;#DIV/0!;00.01.1900 00:00:00
24602;19.08.2019 22:57;572.21;#DIV/0!;00.01.1900 00:00:00
24603;19.08.2019 22:57;542.37;#DIV/0!;00.01.1900 00:00:00
24604;19.08.2019 22:57;524.87;#DIV/0!;00.01.1900 00:00:00
24605;19.08.2019 22:57;544.43;#DIV/0!;00.01.1900 00:00:00
24606;19.08.2019 22:57;554.72;#DIV/0!;00.01.1900 00:00:00
24607;19.08.2019 22:57;514.58;#DIV/0!;00.01.1900 00:00:00
24608;19.08.2019 22:57;505.32;#DIV/0!;00.01.1900 00:00:00
24609;19.08.2019 22:57;544.52;#DIV/0!;00.01.1900 00:00:00
24610;19.08.2019 22:57;526.93;#DIV/0!;00.01.1900 00:00:00
24611;19.08.2019 22:57;501.37;#DIV/0!;00.01.1900 00:00:00
24612;19.08.2019 22:57;526.03;#DIV/0!;00.01.1900 00:00:00
24613;19.08.2019 22:57;528.99;#DIV/0!;00.01.1900 00:00:00
24614;19.08.2019 22:57;503.42;#DIV/0!;00.01.1900 00:00:00
24615;19.08.2019 22:57;523.97;#DIV/0!;00.01.1900 00:00:00
24616;19.08.2019 22:57;517.81;#DIV/0!;00.01.1900 00:00:00
24617;19.08.2019 22:57;555.82;#DIV/0!;00.01.1900 00:00:00
24618;19.08.2019 22:57;568.15;#DIV/0!;00.01.1900 00:00:00
24619;19.08.2019 22:57;526.03;#DIV/0!;00.01.1900 00:00:00
24620;19.08.2019 22:57;565.07;#DIV/0!;00.01.1900 00:00:00
24621;19.08.2019 22:57;531.16;#DIV/0!;00.01.1900 00:00:00
24622;19.08.2019 22:57;531.16;#DIV/0!;00.01.1900 00:00:00
24623;19.08.2019 22:57;501.37;#DIV/0!;00.01.1900 00:00:00
24624;19.08.2019 22:57;538.36;#DIV/0!;00.01.1900 00:00:00
24625;19.08.2019 22:57;564.04;#DIV/0!;00.01.1900 00:00:00
24626;19.08.2019 22:57;494.18;#DIV/0!;00.01.1900 00:00:00
24627;19.08.2019 22:57;542.47;#DIV/0!;00.01.1900 00:00:00
24628;19.08.2019 22:58;482.88;#DIV/0!;00.01.1900 00:00:00
24629;19.08.2019 22:58;542.37;#DIV/0!;00.01.1900 00:00:00
24630;19.08.2019 22:58;540.31;#DIV/0!;00.01.1900 00:00:00
24631;19.08.2019 22:58;507.38;#DIV/0!;00.01.1900 00:00:00
24632;19.08.2019 22:58;519.86;#DIV/0!;00.01.1900 00:00:00
24633;19.08.2019 22:58;587.65;#DIV/0!;00.01.1900 00:00:00
24634;19.08.2019 22:58;565.01;#DIV/0!;00.01.1900 00:00:00
24635;19.08.2019 22:58;541.34;#DIV/0!;00.01.1900 00:00:00
24636;19.08.2019 22:58;518.7;#DIV/0!;00.01.1900 00:00:00
24637;19.08.2019 22:58;514.73;#DIV/0!;00.01.1900 00:00:00
24638;19.08.2019 22:58;512.67;#DIV/0!;00.01.1900 00:00:00
24639;19.08.2019 22:58;557.88;#DIV/0!;00.01.1900 00:00:00
24640;19.08.2019 22:58;535.16;#DIV/0!;00.01.1900 00:00:00
24641;19.08.2019 22:58;532.19;#DIV/0!;00.01.1900 00:00:00
24642;19.08.2019 22:58;535.27;#DIV/0!;00.01.1900 00:00:00
24643;19.08.2019 22:58;548.54;#DIV/0!;00.01.1900 00:00:00
24644;19.08.2019 22:58;530.02;#DIV/0!;00.01.1900 00:00:00
24645;19.08.2019 22:58;508.4;#DIV/0!;00.01.1900 00:00:00
24646;19.08.2019 22:58;499.14;#DIV/0!;00.01.1900 00:00:00
24647;19.08.2019 22:58;527.96;#DIV/0!;00.01.1900 00:00:00
24648;19.08.2019 22:58;535.16;#DIV/0!;00.01.1900 00:00:00
24649;19.08.2019 22:58;536.19;#DIV/0!;00.01.1900 00:00:00
24650;19.08.2019 22:58;582.5;#DIV/0!;00.01.1900 00:00:00
24651;19.08.2019 22:58;496.05;#DIV/0!;00.01.1900 00:00:00
24652;19.08.2019 22:58;573.24;#DIV/0!;00.01.1900 00:00:00
24653;19.08.2019 22:58;535.16;#DIV/0!;00.01.1900 00:00:00
24654;19.08.2019 22:58;499.14;#DIV/0!;00.01.1900 00:00:00
24655;19.08.2019 22:58;540.31;#DIV/0!;00.01.1900 00:00:00
24656;19.08.2019 22:58;534.13;#DIV/0!;00.01.1900 00:00:00
24657;19.08.2019 22:58;534.13;#DIV/0!;00.01.1900 00:00:00
24658;19.08.2019 22:58;553.77;#DIV/0!;00.01.1900 00:00:00
24659;19.08.2019 22:58;543.49;#DIV/0!;00.01.1900 00:00:00
24660;19.08.2019 22:58;541.54;#DIV/0!;00.01.1900 00:00:00
24661;19.08.2019 22:58;520;#DIV/0!;00.01.1900 00:00:00
24662;19.08.2019 22:58;546.67;#DIV/0!;00.01.1900 00:00:00
24663;19.08.2019 22:58;502.56;#DIV/0!;00.01.1900 00:00:00
24664;19.08.2019 22:58;522.05;#DIV/0!;00.01.1900 00:00:00
24665;19.08.2019 22:58;542.56;#DIV/0!;00.01.1900 00:00:00
24666;19.08.2019 22:58;512.82;#DIV/0!;00.01.1900 00:00:00
24667;19.08.2019 22:58;520.89;#DIV/0!;00.01.1900 00:00:00
24668;19.08.2019 22:58;525;#DIV/0!;00.01.1900 00:00:00
24669;19.08.2019 22:58;510.62;#DIV/0!;00.01.1900 00:00:00
24670;19.08.2019 22:58;534.25;#DIV/0!;00.01.1900 00:00:00
24671;19.08.2019 22:58;535.27;#DIV/0!;00.01.1900 00:00:00
24672;19.08.2019 22:58;543.49;#DIV/0!;00.01.1900 00:00:00
24673;19.08.2019 22:58;567.12;#DIV/0!;00.01.1900 00:00:00
24674;19.08.2019 22:58;506.51;#DIV/0!;00.01.1900 00:00:00
24675;19.08.2019 22:58;555.82;#DIV/0!;00.01.1900 00:00:00
24676;19.08.2019 22:58;522.95;#DIV/0!;00.01.1900 00:00:00
24677;19.08.2019 22:58;531.05;#DIV/0!;00.01.1900 00:00:00
24678;19.08.2019 22:58;553.77;#DIV/0!;00.01.1900 00:00:00
24679;19.08.2019 22:58;563.01;#DIV/0!;00.01.1900 00:00:00
24680;19.08.2019 22:58;495.21;#DIV/0!;00.01.1900 00:00:00
24681;19.08.2019 22:58;526.03;#DIV/0!;00.01.1900 00:00:00
24682;19.08.2019 22:58;525;#DIV/0!;00.01.1900 00:00:00
24683;19.08.2019 22:58;509.59;#DIV/0!;00.01.1900 00:00:00
24684;19.08.2019 22:58;541.44;#DIV/0!;00.01.1900 00:00:00
24685;19.08.2019 22:58;525.9;#DIV/0!;00.01.1900 00:00:00
24686;19.08.2019 22:58;511.49;#DIV/0!;00.01.1900 00:00:00
24687;19.08.2019 22:58;550.6;#DIV/0!;00.01.1900 00:00:00
24688;19.08.2019 22:59;526.93;#DIV/0!;00.01.1900 00:00:00
24689;19.08.2019 22:59;527.96;#DIV/0!;00.01.1900 00:00:00
24690;19.08.2019 22:59;527.96;#DIV/0!;00.01.1900 00:00:00
24691;19.08.2019 22:59;521.92;#DIV/0!;00.01.1900 00:00:00
24692;19.08.2019 22:59;517.67;#DIV/0!;00.01.1900 00:00:00
24693;19.08.2019 22:59;505.32;#DIV/0!;00.01.1900 00:00:00
24694;19.08.2019 22:59;561.92;#DIV/0!;00.01.1900 00:00:00
24695;19.08.2019 22:59;525.9;#DIV/0!;00.01.1900 00:00:00
24696;19.08.2019 22:59;558.83;#DIV/0!;00.01.1900 00:00:00
24697;19.08.2019 22:59;501.37;#DIV/0!;00.01.1900 00:00:00
24698;19.08.2019 22:59;567.07;#DIV/0!;00.01.1900 00:00:00
24699;19.08.2019 22:59;568.1;#DIV/0!;00.01.1900 00:00:00
24700;19.08.2019 22:59;536.3;#DIV/0!;00.01.1900 00:00:00
24701;19.08.2019 22:59;556.78;#DIV/0!;00.01.1900 00:00:00
24702;19.08.2019 22:59;519.73;#DIV/0!;00.01.1900 00:00:00
24703;19.08.2019 22:59;527.96;#DIV/0!;00.01.1900 00:00:00
24704;19.08.2019 22:59;515.61;#DIV/0!;00.01.1900 00:00:00
24705;19.08.2019 22:59;552.66;#DIV/0!;00.01.1900 00:00:00
24706;19.08.2019 22:59;528.99;#DIV/0!;00.01.1900 00:00:00
24707;19.08.2019 22:59;547.51;#DIV/0!;00.01.1900 00:00:00
24708;19.08.2019 22:59;526.93;#DIV/0!;00.01.1900 00:00:00
24709;19.08.2019 22:59;481.65;#DIV/0!;00.01.1900 00:00:00
24710;19.08.2019 22:59;559.86;#DIV/0!;00.01.1900 00:00:00
24711;19.08.2019 22:59;516.64;#DIV/0!;00.01.1900 00:00:00
24712;19.08.2019 22:59;491.1;#DIV/0!;00.01.1900 00:00:00
24713;19.08.2019 22:59;521.92;#DIV/0!;00.01.1900 00:00:00
24714;19.08.2019 22:59;583.56;#DIV/0!;00.01.1900 00:00:00
24715;19.08.2019 22:59;540.41;#DIV/0!;00.01.1900 00:00:00
24716;19.08.2019 22:59;517.81;#DIV/0!;00.01.1900 00:00:00
24717;19.08.2019 22:59;523.97;#DIV/0!;00.01.1900 00:00:00
24718;19.08.2019 22:59;491.28;#DIV/0!;00.01.1900 00:00:00
24719;19.08.2019 22:59;507.53;#DIV/0!;00.01.1900 00:00:00
24720;19.08.2019 22:59;532.19;#DIV/0!;00.01.1900 00:00:00
24721;19.08.2019 22:59;541.54;#DIV/0!;00.01.1900 00:00:00
24722;19.08.2019 22:59;595.9;#DIV/0!;00.01.1900 00:00:00
24723;19.08.2019 22:59;552.82;#DIV/0!;00.01.1900 00:00:00
24724;19.08.2019 22:59;524.1;#DIV/0!;00.01.1900 00:00:00
24725;19.08.2019 22:59;518.97;#DIV/0!;00.01.1900 00:00:00
24726;19.08.2019 22:59;542.56;#DIV/0!;00.01.1900 00:00:00
24727;19.08.2019 22:59;550.77;#DIV/0!;00.01.1900 00:00:00
24728;19.08.2019 22:59;478.97;#DIV/0!;00.01.1900 00:00:00
24729;19.08.2019 22:59;555.9;#DIV/0!;00.01.1900 00:00:00
24730;19.08.2019 22:59;524.1;#DIV/0!;00.01.1900 00:00:00
24731;19.08.2019 22:59;499.49;#DIV/0!;00.01.1900 00:00:00
24732;19.08.2019 22:59;503.59;#DIV/0!;00.01.1900 00:00:00
24733;19.08.2019 22:59;547.69;#DIV/0!;00.01.1900 00:00:00
24734;19.08.2019 22:59;512.82;#DIV/0!;00.01.1900 00:00:00
24735;19.08.2019 22:59;544.62;#DIV/0!;00.01.1900 00:00:00
24736;19.08.2019 22:59;576.41;#DIV/0!;00.01.1900 00:00:00
24737;19.08.2019 22:59;508.72;#DIV/0!;00.01.1900 00:00:00
24738;19.08.2019 22:59;507.53;#DIV/0!;00.01.1900 00:00:00
24739;19.08.2019 22:59;512.67;#DIV/0!;00.01.1900 00:00:00
24740;19.08.2019 22:59;537.33;#DIV/0!;00.01.1900 00:00:00
24741;19.08.2019 22:59;502.4;#DIV/0!;00.01.1900 00:00:00
24742;19.08.2019 22:59;534.25;#DIV/0!;00.01.1900 00:00:00
24743;19.08.2019 22:59;534.25;#DIV/0!;00.01.1900 00:00:00
24744;19.08.2019 22:59;521.92;#DIV/0!;00.01.1900 00:00:00
24745;19.08.2019 22:59;491.1;#DIV/0!;00.01.1900 00:00:00
24746;19.08.2019 22:59;518.84;#DIV/0!;00.01.1900 00:00:00
24747;19.08.2019 22:59;528.08;#DIV/0!;00.01.1900 00:00:00
24748;19.08.2019 23:00;496.23;#DIV/0!;00.01.1900 00:00:00
24749;19.08.2019 23:00;561.99;#DIV/0!;00.01.1900 00:00:00
24750;19.08.2019 23:00;540.41;#DIV/0!;00.01.1900 00:00:00
24751;19.08.2019 23:00;548.63;#DIV/0!;00.01.1900 00:00:00
24752;19.08.2019 23:00;551.71;#DIV/0!;00.01.1900 00:00:00
24753;19.08.2019 23:00;515.75;#DIV/0!;00.01.1900 00:00:00
24754;19.08.2019 23:00;519.86;#DIV/0!;00.01.1900 00:00:00
24755;19.08.2019 23:00;504.45;#DIV/0!;00.01.1900 00:00:00
24756;19.08.2019 23:00;528.08;#DIV/0!;00.01.1900 00:00:00
24757;19.08.2019 23:00;527.05;#DIV/0!;00.01.1900 00:00:00
24758;19.08.2019 23:00;580.48;#DIV/0!;00.01.1900 00:00:00
24759;19.08.2019 23:00;523.84;#DIV/0!;00.01.1900 00:00:00
24760;19.08.2019 23:00;519.86;#DIV/0!;00.01.1900 00:00:00
24761;19.08.2019 23:00;561.99;#DIV/0!;00.01.1900 00:00:00
24762;19.08.2019 23:00;556.85;#DIV/0!;00.01.1900 00:00:00
24763;19.08.2019 23:00;525;#DIV/0!;00.01.1900 00:00:00
24764;19.08.2019 23:00;548.63;#DIV/0!;00.01.1900 00:00:00
24765;19.08.2019 23:00;510.77;#DIV/0!;00.01.1900 00:00:00
24766;19.08.2019 23:00;520;#DIV/0!;00.01.1900 00:00:00
24767;19.08.2019 23:00;514.73;#DIV/0!;00.01.1900 00:00:00
24768;19.08.2019 23:00;538.36;#DIV/0!;00.01.1900 00:00:00
24769;19.08.2019 23:00;554.79;#DIV/0!;00.01.1900 00:00:00
24770;19.08.2019 23:00;546.58;#DIV/0!;00.01.1900 00:00:00
24771;19.08.2019 23:00;540.31;#DIV/0!;00.01.1900 00:00:00
24772;19.08.2019 23:00;525;#DIV/0!;00.01.1900 00:00:00
24773;19.08.2019 23:00;513.55;#DIV/0!;00.01.1900 00:00:00
24774;19.08.2019 23:00;508.56;#DIV/0!;00.01.1900 00:00:00
24775;19.08.2019 23:00;538.36;#DIV/0!;00.01.1900 00:00:00
24776;19.08.2019 23:00;554.79;#DIV/0!;00.01.1900 00:00:00
24777;19.08.2019 23:00;523.97;#DIV/0!;00.01.1900 00:00:00
24778;19.08.2019 23:00;549.66;#DIV/0!;00.01.1900 00:00:00
24779;19.08.2019 23:00;550.6;#DIV/0!;00.01.1900 00:00:00
24780;19.08.2019 23:00;519.73;#DIV/0!;00.01.1900 00:00:00
24781;19.08.2019 23:00;566.04;#DIV/0!;00.01.1900 00:00:00
24782;19.08.2019 23:00;524.87;#DIV/0!;00.01.1900 00:00:00
24783;19.08.2019 23:00;543.49;#DIV/0!;00.01.1900 00:00:00
24784;19.08.2019 23:00;547.6;#DIV/0!;00.01.1900 00:00:00
24785;19.08.2019 23:00;474.66;#DIV/0!;00.01.1900 00:00:00
24786;19.08.2019 23:00;578.42;#DIV/0!;00.01.1900 00:00:00
24787;19.08.2019 23:00;526.03;#DIV/0!;00.01.1900 00:00:00
24788;19.08.2019 23:00;533.22;#DIV/0!;00.01.1900 00:00:00
24789;19.08.2019 23:00;528.21;#DIV/0!;00.01.1900 00:00:00
24790;19.08.2019 23:00;535.27;#DIV/0!;00.01.1900 00:00:00
24791;19.08.2019 23:00;547.6;#DIV/0!;00.01.1900 00:00:00
24792;19.08.2019 23:00;508.72;#DIV/0!;00.01.1900 00:00:00
24793;19.08.2019 23:00;553.85;#DIV/0!;00.01.1900 00:00:00
24794;19.08.2019 23:00;515.75;#DIV/0!;00.01.1900 00:00:00
24795;19.08.2019 23:00;502.56;#DIV/0!;00.01.1900 00:00:00
24796;19.08.2019 23:00;503.42;#DIV/0!;00.01.1900 00:00:00
24797;19.08.2019 23:00;539.38;#DIV/0!;00.01.1900 00:00:00
24798;19.08.2019 23:00;542.47;#DIV/0!;00.01.1900 00:00:00
24799;19.08.2019 23:00;533.22;#DIV/0!;00.01.1900 00:00:00
24800;19.08.2019 23:00;522.95;#DIV/0!;00.01.1900 00:00:00
24801;19.08.2019 23:00;536.3;#DIV/0!;00.01.1900 00:00:00
24802;19.08.2019 23:00;527.05;#DIV/0!;00.01.1900 00:00:00
24803;19.08.2019 23:00;479.79;#DIV/0!;00.01.1900 00:00:00
24804;19.08.2019 23:00;499.32;#DIV/0!;00.01.1900 00:00:00
24805;19.08.2019 23:00;520.89;#DIV/0!;00.01.1900 00:00:00
24806;19.08.2019 23:00;551.71;#DIV/0!;00.01.1900 00:00:00
24807;19.08.2019 23:00;548.63;#DIV/0!;00.01.1900 00:00:00
24808;19.08.2019 23:01;541.44;#DIV/0!;00.01.1900 00:00:00
24809;19.08.2019 23:01;509.59;#DIV/0!;00.01.1900 00:00:00
24810;19.08.2019 23:01;546.58;#DIV/0!;00.01.1900 00:00:00
24811;19.08.2019 23:01;530.02;#DIV/0!;00.01.1900 00:00:00
24812;19.08.2019 23:01;548.54;#DIV/0!;00.01.1900 00:00:00
24813;19.08.2019 23:01;489.88;#DIV/0!;00.01.1900 00:00:00
24814;19.08.2019 23:01;524.87;#DIV/0!;00.01.1900 00:00:00
24815;19.08.2019 23:01;546.48;#DIV/0!;00.01.1900 00:00:00
24816;19.08.2019 23:01;538.25;#DIV/0!;00.01.1900 00:00:00
24817;19.08.2019 23:01;545.55;#DIV/0!;00.01.1900 00:00:00
24818;19.08.2019 23:01;485.96;#DIV/0!;00.01.1900 00:00:00
24819;19.08.2019 23:01;520.89;#DIV/0!;00.01.1900 00:00:00
24820;19.08.2019 23:01;541.44;#DIV/0!;00.01.1900 00:00:00
24821;19.08.2019 23:01;556.85;#DIV/0!;00.01.1900 00:00:00
24822;19.08.2019 23:01;541.44;#DIV/0!;00.01.1900 00:00:00
24823;19.08.2019 23:01;508.56;#DIV/0!;00.01.1900 00:00:00
24824;19.08.2019 23:01;523.97;#DIV/0!;00.01.1900 00:00:00
24825;19.08.2019 23:01;554.79;#DIV/0!;00.01.1900 00:00:00
24826;19.08.2019 23:01;526.03;#DIV/0!;00.01.1900 00:00:00
24827;19.08.2019 23:01;513.7;#DIV/0!;00.01.1900 00:00:00
24828;19.08.2019 23:01;580.48;#DIV/0!;00.01.1900 00:00:00
24829;19.08.2019 23:01;494.18;#DIV/0!;00.01.1900 00:00:00
24830;19.08.2019 23:01;559.93;#DIV/0!;00.01.1900 00:00:00
24831;19.08.2019 23:01;524.1;#DIV/0!;00.01.1900 00:00:00
24832;19.08.2019 23:01;543.59;#DIV/0!;00.01.1900 00:00:00
24833;19.08.2019 23:01;537.44;#DIV/0!;00.01.1900 00:00:00
24834;19.08.2019 23:01;536.3;#DIV/0!;00.01.1900 00:00:00
24835;19.08.2019 23:01;551.71;#DIV/0!;00.01.1900 00:00:00
