Counts[][0],Counts[][1],Counts[][2],Counts[][3],Counts[][4],Counts[][5],Counts[][6],Counts[][7],Counts[][8],Counts[][9],Counts[][10],Counts[][11],Counts[][12],Counts[][13],Counts[][14],Counts[][15],Counts[][16],Counts[][17],Counts[][18],Counts[][19],Counts[][20],Counts[][21],Counts[][22],Counts[][23],Counts[][24],Counts[][25],Counts[][26],Counts[][27],Counts[][28],Counts[][29],Counts[][30],Counts[][31],Counts[][32],Counts[][33],Counts[][34],Counts[][35],Counts[][36],Counts[][37],Counts[][38],Counts[][39],Counts[][40],Counts[][41],Counts[][42],Counts[][43],Counts[][44],Counts[][45],Counts[][46],Counts[][47],Counts[][48],Counts[][49],Counts[][50],Counts[][51],Counts[][52],Counts[][53],Counts[][54],Counts[][55],Counts[][56],Counts[][57],Counts[][58],Counts[][59],Counts[][60],Counts[][61],Counts[][62],Counts[][63],Counts[][64],Counts[][65],Counts[][66],Counts[][67],Counts[][68],Counts[][69],Counts[][70],Counts[][71],Counts[][72],Counts[][73],Counts[][74],Counts[][75],Counts[][76],Counts[][77],Counts[][78],Counts[][79],Counts[][80],Counts[][81],Counts[][82],Counts[][83],Counts[][84],Counts[][85],Counts[][86],Counts[][87],Counts[][88],Counts[][89],Counts[][90],Counts[][91],Counts[][92],Counts[][93],Counts[][94],Counts[][95],Counts[][96],Counts[][97],Counts[][98],Counts[][99],Counts[][100],Counts[][101],Counts[][102],Counts[][103],Counts[][104],Counts[][105],Counts[][106],Counts[][107],Counts[][108]
272.542,224.943,447.602,208.756,0,276.912,174.483,249.492,589.244,271.749,464.287,179.146,267.076,445.736,330.09,338.547,205.768,333.754,115.94,522.521,202.947,492.672,146.759,794.416,264.973,204.479,664.055,442.287,356.564,426.22,161.617,114.681,198.299,492.993,306.139,479.801,347.289,195.287,358.311,331.759,515.627,591.872,368.359,-20.5711,211.482,332.456,88.5621,18.0481,242.189,42.7943,15.2729,48.0579,-2.10769,175.447,99.7792,12.8077,18.4579,202.383,215.133,116.799,72.1056,56.8472,5.90946,156.787,-25.819,-9.82788,-8.36176,-12.3329,23.1397,65.6119,-5.82467,0,57.0118,38.7407,36.1011,104.753,76.8892,30.7225,0,0,31.8989,0,65.4108,0,0,0,34.3557,70.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,362.068,335.702,835.023,685.54,461.52,1067.07,978.739,589.244,1106.7,928.574,920.488,911.188,1162.43,1844.47,1855.98,1748.75,1816.39,1715.56,1931.29,1619.26,1744.74,1982.81,1676.62,1635.43,1111.41,1973.65,2157.14,1990.21,1611.04,1751.75,2312.56,1527.45,2486.32,1411.64,1909.42,1844.9,826.692,1368.56,822.245,585.306,903.496,799.339,470.512,380.437,206.724,194.022,182.712,143.27,200.736,218.084,34.4618,298.419,146.527,158.602,188.524,318.957,29.0394,-14.3977,17.1367,31.2336,73.133,72.162,201.987,2.76463,-27.4798,75.6674,-41.1406,-30.6031,8.07195,124.644,104.782,29.3939,0,44.0516,-18.4368,30.4197,184.335,31.0099,0,191.393,-7.34728,-44.6438,4.67866,0,0,0,0,0,0,0,0,0,0,0,0,81.6845,83.3313,0,0,0,0,0,0,0,0,0,0,0
0,120.689,223.801,104.378,0,0,107.413,147.099,0,75.9047,0,138.091,200.83,126.853,247.404,59.4486,170.084,648.151,142.01,313.127,155.943,226.609,84.288,261.782,227.992,220.651,175.94,-10.4817,154.906,274.572,-4.17154,341.698,-6.7569,99.8662,113.415,133.976,-0.613087,177.973,205.559,222.608,27.494,180.977,56.2509,152.668,117.546,-17.9919,32.69,-38.0213,-36.9767,47.8574,100.959,22.2826,147.324,-9.79021,53.7866,159.028,187.814,100.286,147.984,144.079,146.686,158.849,12.8851,44.8979,230.519,261.787,116.539,179.672,231.754,30.4108,82.6556,56.3574,58.7877,0,0,60.3349,24.5768,5.90104,16.2491,28.4824,0,96.5576,0,0,33.6236,0,0,0,0,0,0,0,38.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,1086.2,223.801,701.696,614.768,369.216,738.273,793.182,397.072,75.9047,72.7753,627.488,400.533,258.099,61.8706,300.255,94.6674,129.388,331.193,-2.08214,104.261,347.769,294.333,140.653,44.9441,136.526,305.492,36.3264,42.0437,77.6547,-7.60911,146.903,0.0998443,75.8624,36.4229,-2.19808,37.9961,137.172,-11.2954,61.4512,89.0189,169.036,-0.101039,-4.42467,-15.8313,42.7389,-18.4866,-32.1916,79.8335,104.459,-20.3113,18.232,28.4711,-16.8715,49.816,109.28,99.8684,292.83,110.75,28.1222,202.064,71.4566,49.4841,-1.57762,14.3423,165.346,20.7218,-1.24082,86.5984,11.4384,0.43857,-14.5375,86.9553,15.8688,13.7083,1.36247,33.3625,1.60919,31.0099,0,5.72462,51.5012,-4.92512,0,33.6236,0,0,0,0,-12.8124,-11.5716,0,0,0,0,0,0,0,0,0,0,0,0,0,22.656,24.8933,0,0,0
239.875,0,111.901,104.378,97.9343,92.3041,0,0,158.829,151.809,145.551,0.0336972,-1.48859,64.2766,62.0799,-0.731059,57.9672,-0.822717,52.4398,157.956,-0.100448,-3.72398,142.944,44.9189,43.3919,40.9256,43.3568,36.1448,124.007,80.3738,-0.676323,114.39,114.89,73.0204,68.0884,100.174,-0.0204995,135.357,30.3477,31.6704,-3.04686,60.4412,-9.69026,23.8014,23.886,122.254,-2.6134,4.70018,65.5921,-9.21029,38.7684,7.01478,48.0504,71.4572,35.1044,45.0961,-26.4525,2.32242,-40.4437,-36.7464,29.6376,48.8083,209.122,127.357,64.7293,23.5304,29.9258,43.9914,117.077,25.086,173.931,87.9035,179.434,2.02776,29.8339,30.1674,60.3724,25.5039,-4.24794,0,5.99863,26.1333,0,0,-1.79854,-13.657,-6.48353,0,0,0,0,0,0,0,0,0,0,0,0,6.76791,37.1694,0,0,0,0,0,0,0,0
0,0,223.801,0,195.869,0,0,83.1639,79.4144,75.9047,145.551,138.821,134.485,-1.14299,122.797,-0.259258,291.874,-4.5661,-1.36278,53.494,156.295,145.941,-0.12807,94.5675,184.458,-6.96575,126.711,211.735,41.5125,-5.76213,-1.85603,158.21,0.627844,30.6163,29.7735,145.015,100.051,92.4078,-6.90512,95.4438,33.4371,-7.3527,-31.7444,64.578,109.206,-8.9791,-2.07499,150.367,31.2163,85.1394,-7.01242,2.49386,85.1599,279.592,134.789,70.3433,41.8486,-1.07288,-2.30584,142.274,-2.16117,24.8017,-11.4703,1.29353,28.2992,22.0538,40.2791,53.4329,37.0581,-7.67411,0,0,2.66032,8.78675,35.1422,0,-29.6899,40.7816,-21.2244,-10.0123,31.8989,0,0,0,0,0,-51.466,-15.9015,0,0,110.577,0,0,0,0,0,0,0,0,0,0,134.193,0,0,0,0,0,0,0
239.875,0,0,208.756,97.9343,92.3041,436.206,166.328,79.4144,151.809,145.551,68.7143,131.985,63.5184,183.615,58.4491,122.97,335.018,53.5034,89.018,117.863,149.888,238.233,92.8446,325.491,88.8506,89.1495,0.0165722,80.9321,0.912063,119.701,32.7375,194.553,74.0455,-0.727699,30.8474,-7.30339,-7.8332,58.3842,-14.6163,-7.74778,62.3285,-12.9261,22.6216,-13.3247,53.1013,47.2836,98.2908,23.609,152.882,68.0071,44.8167,-2.51835,137.274,11.8779,104.632,83.2085,17.5792,-22.6383,-6.68514,-30.7947,49.3127,83.9439,1.87633,-6.76429,39.8812,55.9225,-1.36369,13.9184,43.3512,61.6834,6.90234,111.985,5.61082,0,-2.31237,14.4243,61.445,0,0,0,0,0,-17.525,-24.3494,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0818,0,0,0,0,0,0,0,0,0,0
0,120.689,0,0,0,35.3983,315.508,85.2496,156.837,75.9047,218.326,-3.86831,63.0145,186.604,364.562,231.55,163.494,497.433,597.43,404.154,388.156,427.499,344.006,662.884,775.906,564.954,662.059,704.586,446.935,865.89,929.408,542.622,752.026,848.677,847.546,1048.45,317.707,918.554,906.127,924.57,612.778,1039.28,964.414,844.676,680.17,756.565,549.41,514.428,493.271,300.905,526.136,288.364,124.178,469.212,141.871,67.5908,97.7514,292.565,231.835,129.827,319.887,210.087,47.9607,241.688,14.7245,121.717,31.7976,48.2771,283.72,7.62827,154.065,53.9101,83.8873,5.31107,36.6151,230.601,74.4601,150.652,31.0099,252.288,13.0675,97.4884,142.744,99.0883,0,0,0,70.3581,35.7823,0,110.577,0,0,0,39.5071,0.894142,39.9362,0,0,0,0,0,0,0,0,0,0,0,0
0,241.378,559.503,417.511,391.737,276.912,174.483,332.656,381.715,135.795,393.304,132.722,311.66,528.429,555.089,110.317,91.1139,291.881,251.009,282.227,473.228,819.963,742.295,522.54,635.69,597.711,452.115,441.243,1083.09,724.555,396.618,1098.3,397.796,751.066,365.127,787.716,539.214,1375.49,578.307,1084.99,663.972,720.281,602.084,278.12,864.871,542.483,167.227,285.773,208.687,123.792,61.7949,404.219,131.471,156.282,242.11,270.056,158.775,205.244,148.94,39.2928,37.5305,124.967,135.2,26.7664,20.1539,58.2499,14.177,180.108,68.7854,26.8615,104.639,105.65,88.1816,-3.62037,176.238,9.82427,0,92.1674,0,63.072,0,57.1918,-38.0076,-14.8212,0,0,0,35.179,35.7823,0,0,0,0,0,0,0,79.8237,43.564,0,0,0,0,0,0,0,0,0,0,0
0,0,447.602,417.511,391.737,35.3983,228.267,166.328,317.658,0,72.7753,63.4743,196.586,128.042,368.295,112.887,282.349,445.855,41.1477,203.805,204.171,728.971,404.806,113.64,584.321,440.988,608.73,443.117,646.272,280.357,627.362,357.08,1002.09,720.38,997.364,755.836,575.503,183.703,372.423,604.624,380.534,408.155,337.116,464.476,264.304,760.098,136.382,468.072,412.423,326.253,173.567,390.047,379.576,315.997,62.9722,199.207,214.02,201.571,228.066,249.216,85.0818,286.709,255.062,23.3982,175.896,224.556,109.174,175.23,183.099,121.685,137.736,232.816,-83.4102,78.0459,-43.7266,83.651,52.221,25.7574,-5.03823,-9.38044,-1.45625,0,65.4108,0,0,190.791,-7.68975,120.573,-2.80252,36.2114,0,0,0,0,0,0,0,0,0,0,44.0845,0,45.3741,0,0,0,0,0,0
752.293,1069.77,1007.1,1327.96,1355.58,1460.17,1295.33,1477.72,1572.93,2548.57,2456.65,2721.23,1692.63,2383.2,2581.7,3622,2615.17,2237.54,1711.44,2632.14,2230.69,2074.86,1436.33,1686.23,1159.76,703.18,671.103,1399.03,1404.13,1131.42,940.958,583.684,970.389,939.692,583.375,940.769,1085.79,609.986,1274.73,867.446,928.139,775.119,622.411,872.665,390.304,710.131,799.188,507.782,382.592,848.144,244.514,637.896,205.239,173.419,157.318,312.119,245.388,210.562,170.032,111.463,650.58,385.436,232.538,256.822,384.464,311.223,188.663,612.273,64.6989,63.0184,109.657,242.022,197.635,91.8326,49.8889,75.1932,239.012,79.1481,124.04,7.82051,87.7862,160.929,0,33.0294,100.871,156.913,14.1945,70.3581,0,72.4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911.17,3126.14,3226.36,2802.73,2432.86,2383.21,2624.12,2543.8,2188.91,2411.44,2792.89,2141.14,2243.47,2770.61,1669.01,2229.31,1754.04,1769.57,2330.69,1226.46,1467.58,1309.11,1160.21,1298.78,960.879,1672.89,807.126,1148.19,717.518,676.398,820.867,1095.62,667.644,1193.24,891.702,595.594,1440.82,971.631,955.579,964.003,548.277,1158.95,730.622,231.098,116.506,579.15,355.923,585.536,313.356,378.992,434.725,274.986,297.699,348.648,204.306,227.393,176.677,361.824,57.5939,88.2652,110.786,38.6322,145.956,149.892,100.851,4.31504,251.13,122.705,-14.0578,122.15,22.6957,74.2785,-14.4186,-4.75521,12.3951,21.2782,109.993,73.247,0,0,63.7978,225.301,65.4108,33.0294,0,34.1885,0,46.2063,24.5659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,362.068,447.602,521.889,685.54,461.52,543.619,479.755,397.072,303.619,363.877,416.309,333.167,57.7794,513.051,575.878,390.366,461.588,206.38,405.992,308.702,454.735,275.628,561.763,683.654,447.597,182.442,532.829,744.066,659.875,595.052,614.098,879.338,294.498,885.824,580.937,734.681,418.164,697.742,721.202,936.745,458.981,433.572,286.469,205.047,284.76,377.461,446.749,313.609,408.825,281.254,65.3041,236.687,-15.9151,111.147,317.372,271.563,367.114,26.426,123.567,124.492,386.004,157.766,89.7667,460.242,95.5701,60.1806,113.53,247.831,262.302,199.156,60.6181,113.281,73.3006,98.6253,29.5657,60.8393,122.89,90.8114,173.407,42.3536,-36.0421,0,149.564,49.4866,0,0,0,107.347,0,0,0,38.2687,0,39.5071,80.6149,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,482.757,0,701.696,614.768,369.216,87.2413,584.233,379.723,318.297,318.736,677.871,977.248,757.295,621.013,1376.07,1126.81,475.782,776.51,695.609,699.92,1462.44,1374.42,900.853,1070.55,1025.03,1542.37,1058.97,1092.46,1263.03,1521.75,1435.07,1138.49,1546.6,1032.33,1284.16,1632.44,1858.5,2189.51,1033.72,1096.56,1478.97,1032.06,1136.64,1314.72,624.816,710.647,809.357,765.657,559.061,332.46,609.681,487.686,308.235,217.569,415.186,62.0857,483.417,210.701,410.706,634.105,671.796,205.738,230.473,428.243,334.907,412.198,747.565,-9.85608,205.025,111.717,220.079,159.902,132.014,109.419,208.168,164.216,167.386,95.7381,23.4615,327.156,96.5576,-5.17014,17.2888,121.687,0,103.769,35.179,0,0,-5.14424,-20.2614,0,0,0,0,0,0,42.5409,0,0,0,0,0,0,0,49.0635,0,0
0,362.068,335.702,313.134,293.803,369.216,281.895,396.591,555.901,303.619,173.186,249.956,396.149,289.195,479.359,274.437,460.119,998.732,776.249,156.415,600.427,410.98,702.648,810.625,298.814,429.574,537.669,574.975,525.666,813.039,692.568,624.026,336.26,738.456,614.601,493.971,672.468,529.522,586.983,314.203,692.71,538.045,56.1261,216.354,42.1943,492.19,41.5143,214.59,49.111,188.806,382.265,67.696,195.598,297.853,182.29,345.297,88.7257,72.8098,102.283,199.544,16.482,233.71,140.452,135.334,113.285,216.894,112.668,101.654,203.065,149.843,-5.82467,113.747,139.513,168.396,20.3144,110.413,81.3624,-6.8878,0,77.2385,-3.56739,-36.0421,65.4108,0,0,68.377,69.1796,0,35.7823,0,36.859,0,0,38.755,0,80.6149,0,0,0,0,0,0,0,0,0,0,0,0,0
0,241.378,111.901,104.378,97.9343,276.912,87.2413,2.08567,77.4228,151.809,0,-0.411205,64.7027,60.9102,249.317,236.928,233.899,112.415,214.181,155.337,151.376,45.4436,247.423,307.159,83.5728,311.292,43.2352,74.7094,310.331,169.133,157.469,145.576,528.668,176.146,214.422,123.284,27.2186,205.336,202.088,141.356,18.2714,115.324,92.0698,195.31,-34.3337,260.836,101.324,32.2424,15.9554,-50.9617,24.7968,179.61,38.2316,-51.2781,327.512,144.578,325.529,-49.5102,140.146,347.287,343.496,139.062,206.467,178.644,199.02,107.25,105.24,102.195,287.599,362.874,21.11,35.8654,78.6092,-9.78087,147.946,155.983,7.43152,153.612,33.8038,3.3994,-50.0074,63.2418,93.114,0,-11.1425,-3.60371,0,0,0,36.2114,0,0,-11.6586,-16.7585,118.521,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3611
719.626,0,0,0,153.208,501.728,174.483,0,79.4144,303.619,273.596,220.12,125.969,423.149,74.9066,234.425,114.183,748.378,516.01,179.117,211.555,767.631,708.599,497.194,802.196,378.991,151.1,669.119,687.977,607.062,446.62,291.8,1330.67,874.161,806.407,616.487,470.115,379.465,655.326,532.873,521.388,235.501,301.147,236.97,297.909,343.186,142.121,498.196,780.207,208.371,367.087,202.637,176.326,95.1209,177.423,90.4039,262.923,173.164,277.818,184.269,56.1757,20.6965,106.55,90.2217,103.774,81.0583,70.4395,144.474,98.2948,243.715,39.2965,7.22863,79.3072,176.993,0,60.3349,30.4197,0,17.7374,19.1724,93.8462,0,0,0,0,0,0,0,0,0,0,0,114.806,77.5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199.38,966.677,782.225,1119.21,627.381,726.545,959.654,914.803,1350.05,986.761,873.304,1045.02,713.394,696.398,1322.18,704.551,1294.2,1165.65,1445.97,669.15,695.519,667.205,1006.73,660.912,1364.54,1188.25,260.076,466.522,374.024,229.523,428.358,714.229,470.508,390.237,169.195,254.504,576.381,279.621,312.034,212.153,432.987,176.842,357.165,211.774,515.894,443.652,126.443,309.331,322.429,159.092,187.755,257.945,361.983,100.969,277.466,40.7734,327.269,264.153,86.0529,19.6899,80.7936,45.8943,80.1998,84.1532,28.2284,22.8406,-10.8692,0,117.51,73.3594,86.9656,58.3193,145.181,-13.0803,0,0,0,0,31.0099,0,0,96.5576,0,0,0,0,34.5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,241.378,447.602,313.134,195.869,184.608,348.965,415.82,317.658,303.619,27.635,319.666,196.767,128.856,313.254,363.769,115.112,184.938,200.139,159.319,256.192,450.732,434.766,41.6718,36.8647,128.955,-29.1546,358.971,4.99931,35.6278,141.666,73.0049,19.3314,299.487,219.096,125.971,567.24,358.062,109.022,36.134,301.017,60.8228,108.113,574.687,60.3605,250.175,154.541,242.798,150.355,318.851,149.625,235.174,297.824,361.229,341.147,242.096,388.063,498.705,410.942,243.467,187.78,42.4388,85.413,199.246,141.112,93.2958,73.5206,189.489,-3.94439,48.96,-4.54956,87.2155,117.575,-3.40453,-22.5678,69.3781,0,0,155.049,0,0,0,26.8441,5.91935,0,0,0,33.0818,73.6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,2052.88,3020.24,1223.58,1300.31,1384.56,1087.24,1462.66,1489.53,1137.08,1179.91,362.855,1055.22,634.45,132.993,664.749,930.779,1073.45,821.534,355.066,363.14,497.831,524.467,426.392,117.795,214.81,402.124,440.544,489.27,580.626,18.2141,177.584,416.387,109.737,494.709,258.194,292.024,255.778,202.238,404.573,429.774,289.283,73.6538,-6.23992,134.364,327.838,240.076,248.468,104.059,160.44,134.089,207.378,1.30134,236.235,228.296,80.3838,-18.529,56.7485,249.205,78.8358,14.4004,217.066,106.357,112.204,79.0973,62.2021,28.264,113.977,3.26569,-12.6163,28.9885,11.0088,47.6905,0,0,0,0,0,0,0,0,96.5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057.5,1158.75,1117.93,568.369,935.733,958.439,1993.26,1145.07,970.959,1956.33,1601.06,1811.97,1869.67,1708.86,1401.66,1679.09,919.765,912.753,1516.83,1811.17,1259.19,1090.17,1414.09,864.082,845.733,1203.51,749.76,937.548,755.129,629.907,810.341,519.051,824.863,611.051,858.828,513.163,346.502,635.752,747.802,356.918,534.14,318.491,206.229,324.626,269.486,141.802,504.384,117.728,101.653,157.729,108.527,305.382,229.953,47.5078,186.801,11.7342,305.139,5.15581,176.461,36.7393,212.722,270.539,36.2554,7.79153,16.6889,104.082,174.3,60.1375,160.098,156.157,-65.0716,81.6,29.3939,0,89.5016,0,0,122.89,31.0099,94.608,0,6.56356,189.563,132.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,241.378,768.858,326.608,489.672,184.608,174.483,748.475,158.829,348.831,174.978,511.803,640.883,189.391,176.151,414.385,287.699,222.792,481.312,561.281,384.891,464.232,715.125,374.73,824.111,473.756,305.869,228.054,719.02,968.387,1035.84,741.195,936,207.286,277.064,553.764,480.48,144.604,419.506,285.941,216.11,149.034,151.321,237.197,112.029,297.072,104.613,193.252,325.393,73.5385,173.101,17.1268,185.292,-21.4654,129.916,70.845,329.511,167.336,237.941,-14.1153,-17.86,71.0713,45.178,41.3885,63.8118,56.5999,-22.382,103.586,-8.69051,6.28181,75.1162,130.523,0,117.995,13.0478,-34.2378,-23.9931,0,0,126.144,0,64.3717,0,-26.2875,-2.90043,0,0,0,107.347,0,0,0,0,0,0,0,0,0,127.623,0,0,0,0,0,0,0,0,0,0
1711.79,1433,1117.93,104.378,1371.08,1292.26,1241.55,1479.81,553.909,1031.97,1121.06,854.247,1415.44,1617.06,1721.36,1997.68,1520.74,1304.06,1074.12,1557.44,1282.19,2278.03,1338.91,1056.41,1746.86,1097.34,1568.01,1841.14,1357.89,1592.84,1312.81,1199.28,767.624,721.31,1551.59,734.407,393.692,229.716,735.916,649.261,287.221,243.638,223.655,334.462,414.497,229.373,945.224,598.645,414.64,436.902,406.966,241.888,10.3434,339.643,130.962,586.429,272.777,308.12,119.504,129.306,389.203,132.232,334.872,33.4079,94.822,140.187,118.34,90.2342,67.3038,137.886,83.6538,57.0879,69.4687,101.181,-9.71592,213.04,58.9167,26.7574,124.04,126.144,-18.802,53.3508,-48.4178,132.118,100.871,34.1885,0,0,0,51.5772,21.2184,0,0,0,39.5071,0,122.527,0,0,0,0,0,0,0,0,0,0,0,0
3151.05,2523.86,2875.13,2816.2,3816.55,4011.29,4496.69,5447.82,5625.12,4246.5,5934.15,6407.36,6105.71,7018.46,4866.49,5850.44,5012.49,5201.67,4068.36,4912.55,3419.96,4065.33,2731.8,4007.06,3313.31,3578.83,2147.05,2840.16,2182.55,2944.3,1712.77,1760.76,2024.1,959.411,875.48,1135.89,674.33,567.436,360.684,486.592,206.432,313.199,222.461,223.387,462.045,364.877,244.118,77.3513,207.257,173.126,439.94,452.788,263.234,192.893,171.522,485.091,80.7067,155.012,107.253,338.748,134.657,142.402,303.822,72.9448,84.6852,253.895,305.116,51.792,285.611,85.9757,115.954,58.3193,0,0,0,120.67,0,0,6.27125,25.1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120.689,0,208.756,685.54,92.3041,348.965,83.1639,158.829,303.619,72.7753,133.886,191.286,251.007,180.71,346.354,220.144,214.691,981.199,729.244,456.273,691.229,917.923,630.494,459.01,998.635,734.764,496.872,771.637,609.248,393.826,411.813,220.299,1135.78,691.614,509.943,237.073,291.051,42.514,381.037,223.473,212.308,432.482,558.517,135.329,168.077,271.662,664.587,480.975,272.833,53.4129,424.68,282.759,370.458,193.332,210.36,361.787,697.41,193.776,179.157,173.102,580.606,288.382,267.601,38.955,173.022,288.856,214.829,-5.42131,0,115.954,145.798,146.969,0,29.8339,0,91.259,92.1674,0,0,31.8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504.59,1657.94,1662.98,1550.19,1704.66,1628.08,2026.88,1499.04,1332.7,2792.46,1703.26,1689.29,2152.15,1801.55,2672.21,2197.73,2703.21,2831.19,2356.53,2961.03,3080.07,2919.27,1648.31,1899.24,2624.12,2234.45,1502.23,1704.64,1399.06,2380.12,1117.21,1214.05,965.251,862.215,609.826,673.589,1260,674.177,479.621,0.467183,428.053,294.548,410.386,502.933,277.19,79.8228,366.436,207.464,76.5488,276.724,472.181,73.743,302.006,411.08,225.353,178.49,151.963,46.2129,94.1882,262.61,39.9357,41.3395,-16.3318,23.425,29.0369,113.2,43.7473,-14.7,0,143.371,173.852,87.4789,58.7877,125.469,35.728,0,91.259,0,0,31.536,0,0,0,0,0,0,0,105.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439.25,1206.89,992.659,639.742,740.814,572.525,543.776,501.069,474.495,804.259,348.163,601.293,801.802,699.987,885.751,412.1,698.189,623.063,318.41,345.836,272.416,302.164,584.928,379.889,158.622,703.451,351.905,165.209,584.992,363.937,158.572,-5.05382,107.984,74.6912,112.491,35.1595,-5.01096,66.7077,102.029,96.9455,14.3347,53.6968,101.811,19.428,-30.5341,-15.4334,54.8609,31.3192,12.275,0.0714411,57.7329,203.81,-19.1004,-46.4867,136.925,193.572,45.2711,-4.22471,79.7536,-12.7114,-6.22555,-5.31638,-3.684,27.9101,225.813,27.5526,3.62301,32.2577,40.2585,-11.082,28.9885,29.1596,1.77355,5.85783,3.53886,0,0,0,16.8603,56.3971,0,64.3717,0,0,0,0,-34.3107,-10.601,0,0,0,0,0,0,0,0,0,0,0,0,0,89.462,0,0,0,0,0,0,0
239.875,120.689,0,0,97.9343,0,0,0,0,0,218.326,67.812,134.299,65.106,62.1516,181.486,58.0437,113.94,-2.75121,-0.214617,104.223,249.607,0.0865961,-1.50893,44.7849,-5.01462,44.2661,-0.202632,119.164,0.335957,-2.35336,67.945,-3.60631,36.7992,35.196,109.744,-4.34551,-12.3389,126.646,-6.34247,1.9389,158.342,57.4598,-0.013542,30.8977,-18.2759,-7.48127,115.863,91.6124,76.2192,19.2935,-43.2559,79.8559,20.0129,-10.2657,6.51005,128.558,13.7274,16.9283,-11.784,-38.7261,-6.12868,195.854,28.0511,0,56.5999,-32.2107,-39.0811,0,28.6586,0,58.3193,79.7953,8.41624,0,0,0,0,0,189.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,87.2413,0,0,0,0,-0.456138,-0.0777226,-1.71784,62.4925,0.0760658,-3.1377,56.6599,0.020483,-0.872007,-0.0653389,50.4093,-1.12066,142.273,-0.15497,-4.81217,175.985,0.076015,-0.893344,33.7576,0.507917,-1.42608,30.7017,36.3581,-1.02155,105.009,0.179626,-0.900348,-4.52538,130.784,-6.48306,-9.04154,113.094,21.8301,-7.33618,49.8086,-2.35353,-0.499279,19.1904,57.3314,-5.78001,92.812,37.6953,136.039,19.8636,51.9964,63.3993,-15.4441,0,56.1111,0,0.546889,17.5116,28.0511,84.6852,0,0,28.4941,114.244,0,0,0,0,0,29.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,111.901,0,0,0,0,166.328,0,0,0,69.1591,66.4539,64.626,-1.34126,180.63,58.725,-1.65787,110.628,52.378,52.1274,100.728,70.6295,27.2447,92.915,43.2691,0.718002,81.3022,-1.66408,40.2466,-3.77279,0.0864886,-2.37074,-7.36288,0.670913,32.3852,-8.71786,98.805,30.7235,1.55267,64.5937,-0.960723,-1.59664,116.929,-8.46759,-3.80735,110.83,29.7014,68.3535,-19.2412,-4.12089,27.1031,-8.87096,22.3476,75.6556,37.8116,10.9827,63.0764,-12.5521,95.7505,80.1857,0,-9.94004,28.0511,16.9563,11.3007,84.7919,28.4941,85.6832,57.3171,28.9885,58.3193,0,0,29.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120.689,0,104.378,195.869,0,0,83.1639,0,0,0,68.246,-0.346461,-0.580858,-0.0960793,59.8596,-2.42409,-0.250827,-0.969602,-0.0835133,0.00833553,201.64,-1.08247,48.2163,0.110237,40.5887,130.958,-0.484225,42.0307,0.420499,-0.30668,-5.70298,29.7343,-7.42581,-7.25139,106.096,20.4326,9.47202,-0.222509,-5.50576,-9.73696,62.0333,109.87,77.1886,95.0367,33.4992,-2.26594,47.7098,3.18139,0.111186,85.0596,56.6828,-7.88647,198.597,141.001,113.296,161.368,-23.0164,56.3624,0,112.397,0,0,46.85,-54.8399,166.29,3.50577,0,57.1221,0,0,0,0,0,0,0,182.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
