Counts[][0],Counts[][1],Counts[][2],Counts[][3],Counts[][4],Counts[][5],Counts[][6],Counts[][7],Counts[][8],Counts[][9],Counts[][10],Counts[][11],Counts[][12],Counts[][13],Counts[][14],Counts[][15],Counts[][16],Counts[][17],Counts[][18],Counts[][19],Counts[][20],Counts[][21],Counts[][22],Counts[][23],Counts[][24],Counts[][25],Counts[][26],Counts[][27],Counts[][28],Counts[][29],Counts[][30],Counts[][31],Counts[][32],Counts[][33],Counts[][34],Counts[][35],Counts[][36],Counts[][37],Counts[][38],Counts[][39],Counts[][40],Counts[][41],Counts[][42],Counts[][43],Counts[][44],Counts[][45],Counts[][46],Counts[][47],Counts[][48],Counts[][49],Counts[][50],Counts[][51],Counts[][52],Counts[][53],Counts[][54],Counts[][55],Counts[][56],Counts[][57],Counts[][58],Counts[][59],Counts[][60],Counts[][61],Counts[][62],Counts[][63],Counts[][64],Counts[][65],Counts[][66],Counts[][67],Counts[][68],Counts[][69],Counts[][70],Counts[][71],Counts[][72],Counts[][73],Counts[][74],Counts[][75],Counts[][76],Counts[][77],Counts[][78],Counts[][79],Counts[][80],Counts[][81],Counts[][82],Counts[][83],Counts[][84],Counts[][85],Counts[][86],Counts[][87],Counts[][88],Counts[][89],Counts[][90],Counts[][91],Counts[][92],Counts[][93],Counts[][94],Counts[][95],Counts[][96],Counts[][97],Counts[][98],Counts[][99],Counts[][100],Counts[][101],Counts[][102],Counts[][103],Counts[][104],Counts[][105],Counts[][106],Counts[][107],Counts[][108]
3968.67,2469.89,4124.8,3788.61,2836.26,2657.31,3731.85,2356.15,2667.38,2548.73,2851.95,2218.48,2193.33,1610.36,2128.05,1691.83,2287.48,1577.62,1673.19,1364.88,1218.32,627.402,1208.98,992.222,1135.63,804.642,861.935,714.65,995.174,819.412,740.326,624.711,684.684,474.283,644.805,257.143,365.633,227.113,284.966,490.677,486.375,476.115,356.96,266.112,619.262,315.906,291.876,316.625,413.285,434.411,308.953,360.727,202.064,132.901,242.196,239.579,187.298,203.201,110.574,228.823,106.666,185.126,201.135,82.0919,60.5958,303.151,96.5382,151.208,231.077,313.65,139.901,102.576,14.9752,188.39,91.9231,16.9681,182.518,49.1964,-5.01837,31.536,63.7978,28.5122,-16.1393,0,33.6236,34.1885,0,175.895,143.129,0,0,37.542,0,0,0,0,40.8422,0,0,0,0,0,0,0,0,0,0,0,0
1504.59,3106.21,4893.65,3204.76,3733.17,3064.74,2785.32,2443.49,2901.64,3596.88,3184.61,2251.07,2788.79,3583.41,2361.14,1913.63,2370.4,2009.95,1228.49,1490.54,1278.43,1828.38,1282.18,1534.12,1008.15,1372.26,1041.01,1043.57,1042.56,771.017,660.654,403.442,428.099,745.598,938.459,245.942,307.807,419.602,306.875,699.844,870.443,642.88,448.282,299.108,429.099,542.876,650.945,507.479,351.488,476.347,102.833,247.341,277.203,436.577,470.417,76.9618,147.857,256.911,287.877,184.892,151.036,238.828,270.825,124.888,111.245,255.38,128.412,172.197,314.116,201.894,153.542,77.5004,234.536,88.4966,197.646,167.066,15.5366,146.725,124.04,63.072,-0.570418,53.1671,0,48.5338,76.5215,0,0,0,71.5646,12.1239,36.859,0,0,0,0,0,0,0,85.0818,0,0,0,0,0,47.1644,0,0,0,0
2431.42,3605.41,2431.84,3651.22,2837.21,2591.33,3114.12,2795.37,2012.73,2198.41,1309.75,1645.17,2316.42,1542.1,2270.21,2176.19,2267.54,1826.15,1679.43,1747.64,1741.66,1096.22,1498.3,1259.41,811.61,557.962,957.418,858.049,713.143,496.297,669.038,582.354,617.473,838.813,563.187,673.584,650.28,346.294,611.588,411.046,701.131,378.934,280.462,458.914,242.732,544.289,366.691,513.289,118.465,477.747,335.426,560.206,517.599,434.05,498.406,347.021,416.916,545.328,392.837,401.143,417.683,178.808,289.851,419.613,383.589,74.8808,324.363,315.6,137.598,164.769,47.1564,117.62,113.999,130.175,95.8225,17.9732,13.8608,153.612,124.04,31.536,83.0439,46.3507,0,24.2669,-12.1747,0,69.1796,11.0273,1.15192,35.9712,0,0,0,0,0,40.3074,0,0,42.5409,0,0,0,0,46.4455,0,0,0,0,0
8766.18,4649.28,6536.8,4907.87,5821.9,4853.65,6489.96,4844.36,5119.91,4731.28,4350.6,3379.86,2790.98,3003.79,2643.1,2252.49,2714.92,1541.79,2025.06,1486.21,1557.29,1921.54,1038.9,898.334,1449.31,869.679,1099.91,908.523,679.987,337.871,639.416,203.745,330.367,290.76,358.556,314.495,447.908,146.201,62.7074,353.453,178.492,393.274,167.57,164.221,43.866,116.2,70.0793,181.275,157.108,44.6867,196.901,103.524,221.658,159.139,151.933,87.9171,16.5208,106.311,155.198,125.008,151.699,40.0082,41.365,38.4774,45.8983,97.352,11.5363,130.466,-47.8091,66.1841,13.124,-56.1876,-32.1673,17.4091,-11.7436,-5.45135,-3.46135,5.90411,74.3418,-44.049,60.0968,130.384,10.3575,-13.5727,83.7428,34.1885,0,35.179,0,25.7886,-9.96775,-81.0457,76.5373,155.02,0,0,0,0,0,0,0,0,0,0,0,0,196.254,0,0
0,120.689,0,104.378,97.9343,92.3041,0,83.1639,0,303.619,0,69.2393,134.625,192.458,20.7589,401.037,115.294,107.818,52.9353,49.2613,259.039,91.8659,-4.35316,232.787,18.6126,109.325,119.428,292.894,81.3205,155.149,38.1437,270.79,114.234,142.582,136.548,70.8201,240.557,194.095,23.1626,158.448,14.5201,74.0965,-11.1749,59.2834,153.756,1.62552,34.7891,117.263,80.0572,142.29,-2.42813,254.385,86.0088,63.1342,3.25083,15.5954,-15.4644,-19.1776,27.1134,47.4833,-0.491823,184.164,-8.06084,-13.5936,-34.7615,-25.0781,0,99.9298,-9.25153,28.6586,86.9656,0,29.3939,0,18.6431,9.65463,182.518,92.1674,0,0,31.8989,0,0,0,0,0,0,0,71.5646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6666,104.254,0,0,0,0,0,166.328,0,0,0,6.70427,125.783,65.0133,62.1281,-0.756053,158.402,16.8117,49.5927,-4.53253,49.5481,198.827,41.1806,-0.222639,46.3008,42.1438,41.6472,-8.9487,251.037,158.391,78.4204,77.9197,214.607,5.50231,1.5521,71.3855,31.4509,174.66,-1.10184,97.5689,31.5698,-13.0954,84.7666,50.0359,-12.2531,-24.7685,68.4042,-15.8263,0.0803199,19.5155,27.9788,-3.11757,157.319,21.3171,110.771,54.1715,156.139,102.095,70.7076,-10.3035,45.0498,-12.2246,2.60859,56.0753,28.9177,3.71553,6.39637,11.9563,79.2353,-0.187359,69.5568,17.5462,32.4954,28.2835,-11.7436,0,0,-4.96508,-5.03823,0,31.8989,0,0,0,0,-14.3399,-7.68975,35.179,0,0,0,0,0,0,0,0,0,0,0,0,44.0845,0,0,0,0,0,0,0,0
0,0,0,104.378,0,220.006,315.508,166.328,0,75.9047,0,349.112,66.6091,-0.655067,62.6777,121,117.322,55.7594,-1.12566,159.17,13.4664,137.146,49.6085,46.4843,0.039976,-0.150854,18.3751,59.6757,43.8154,38.7909,37.4448,-7.24794,-14.5432,35.4912,-0.864614,-1.52309,68.7585,26.9717,29.4594,34.0891,30.9202,55.5384,220.883,32.1301,0.480949,27.6015,-9.03733,63.4135,70.5269,0.630303,-8.82574,38.1468,82.8267,-13.6572,2.01772,-4.80683,24.0821,42.4907,151.617,79.6796,-9.08493,26.7426,83.9931,0,69.46,-33.4375,28.264,0,28.5611,57.3171,0,15.1793,29.3939,0,0,0,0,122.89,0,0,0,0,0,0,33.6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,242.542,446.524,313.134,195.869,461.52,348.965,498.984,158.829,303.619,291.101,279.383,244.331,150.83,60.1743,239.966,57.8329,-1.62351,55.3329,158.532,154.809,99.3713,96.7334,191.79,160.096,108.54,43.2302,75.462,-4.53541,66.6858,45.2694,40.0452,37.9076,-4.91462,68.074,105.127,-4.476,207.583,70.5128,85.9836,75.1117,-9.17013,-10.5498,48.0922,70.5086,21.2957,47.7485,29.9985,-27.065,-1.69107,229.136,80.5467,88.7457,54.8491,5.45082,23.0838,64.0272,71.615,159.819,131.472,248.234,15.2721,31.755,-21.3824,3.95153,26.1933,134.462,27.3279,-4.82819,-7.08505,45.9292,-1.46973,0,130.32,61.6324,52.6803,-18.515,-6.8878,31.0099,63.072,0,0,0,33.0294,0,0,0,35.179,0,36.2114,36.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199.38,241.378,671.403,104.378,1762.82,1199.95,436.206,669.483,551.918,925.376,741.467,1022.19,1007.12,752.023,921.542,829.595,871.783,753.151,864.498,1013.99,982.791,249.391,287.605,278.485,172.28,499.571,306.526,82.2272,32.5404,33.7317,226.718,66.5699,185.744,216.927,319.054,22.3621,23.7984,64.0615,160.579,92.4645,187.405,180.551,58.6632,89.045,110.535,124.156,151.944,32.3933,65.1268,114.616,8.59276,149.086,57.6676,21.3553,41.8481,98.5484,-38.0686,16.2063,-31.4316,-30.712,-12.0626,111.764,82.5363,-39.8514,-9.4332,81.0125,-8.09239,142.286,57.1221,2.33902,151.127,58.6574,29.3939,-2.11735,0,120.67,31.8009,1.97166,33.7183,0,0,0,-5.17014,-7.59951,0,0,0,0,0,0,-5.14424,-20.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0635,0,0
479.751,243.705,333.544,104.378,894.022,818.849,369.137,481.841,856.21,242.393,654.978,487.33,453.469,270.875,373.618,180.871,287.853,338.471,330.007,102.665,153.043,349.626,146.592,383.651,162.013,202.063,171.395,159.953,83.2178,155.512,101.141,86.0834,15.541,-9.41706,26.0459,44.9647,77.9046,173.724,66.9521,97.8737,285.227,160.325,51.5371,85.673,151.573,22.3544,179.699,-6.85151,6.76979,20.7503,21.9867,112.74,-19.7539,73.9853,107.544,-10.3608,54.7604,-7.11278,40.1202,104.366,35.7757,27.2525,-0.518916,84.6548,44.7156,-11.6228,72.0113,-14.7,28.5611,22.5386,0,29.1596,58.7877,-10.8611,-5.39691,0,-9.89664,146.725,0,31.536,0,0,0,0,0,0,0,105.537,0,0,36.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512.417,587.011,111.901,75.4286,614.768,461.52,194.654,565.005,379.723,211.7,420.939,182.258,662.952,523.464,291.565,619.109,448.139,241.651,218.121,315.967,99.3128,148.74,239.935,372.854,124.661,300.819,257.854,127.362,202.218,104.091,160.314,66.5569,147.351,252.829,330.94,342.911,154.948,33.3395,119.041,142.761,115.42,183.18,50.2417,120.296,97.116,109.743,5.62722,204.393,7.1972,24.0706,89.7288,154.031,22.8607,131.681,-12.3484,-24.6282,104.482,129.539,12.5953,97.4206,151.367,249.043,92.0672,-1.54201,47.3169,-3.9808,112.51,21.5419,28.5611,28.6586,57.9771,29.1596,55.9923,2.80541,59.6677,0,30.4197,0,31.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,362.068,335.702,313.134,293.803,404.615,335.68,313.427,317.658,607.237,537.062,312.995,724.425,353.191,619.3,598.488,785.047,632.138,1088.59,573.819,869.421,1187.97,1391.22,794.062,811.313,1523.5,1016.88,475.104,777.095,479.979,519.159,402.808,885.36,645.146,577.674,502.125,320.625,288.966,634.916,491.914,207.899,280.509,243.603,159.527,13.4553,272.177,46.3228,16.1334,11.265,88.2876,10.2384,78.2675,80.4674,15.1392,38.9341,129.306,-8.01096,92.7219,-19.1904,142.981,-7.15963,87.0799,35.3765,-23.3498,53.6355,39.1205,100.671,-13.4983,-0.565544,1.40753,167.589,-3.21065,21.6431,-23.9414,-34.5455,153.574,2.42718,0,124.04,0,27.8122,-7.54354,0,16.8254,16.4955,0,34.5898,105.537,-7.65055,-16.2954,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1761,31.7534,0,0,0,0
752.293,949.078,671.403,1252.53,796.088,1017.35,2080.66,835.811,1791.83,1668.57,2531.42,2714.33,2100.2,1691.18,2108.5,2556.77,2805.96,3067.83,3560.56,3217.56,3549.28,3793.6,3394.37,3983.67,3473.31,3875.52,3922.15,4684.83,4502.58,3869.41,4486.91,4472.51,4807.05,5348.49,3604.08,3291.96,4528.04,4204.5,3491.64,2551.8,2365.38,2639.4,2308.99,1362.43,1746.17,616.04,671.91,342.103,327.884,438.218,338.042,14.9354,46.9746,150.054,-40.8683,-11.1175,106.271,41.1662,86.9997,137.743,76.7642,130.278,-2.13068,168.72,45.0953,122.57,194.07,56.8996,-16.2557,24.9969,32.0584,116.779,-2.83259,15.4511,0,0.294576,1.94978,2.62779,1.12891,0,0,62.7605,-7.6824,-3.1676,0,0,34.5898,0,0,-1.39355,-15.1309,-8.4453,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9374,20.4505,0,0
512.417,590.501,2010.97,1432.34,1398.24,1952.28,1684.8,2294.3,2204.26,2367.72,2384.08,2377.95,3487.82,3040.78,2594.72,2192.76,2648.16,3149.7,2197.99,3693.76,2960.74,3293.94,3526.52,3048.72,3088.66,2409.53,2392.59,1636.43,1549.24,2081,2318.05,1519.98,2506.46,1853.86,1708.95,1861.38,1365.72,1499.83,1627.4,989.128,831.255,741.578,823.853,308.428,537.24,600.457,482.699,54.6919,220.99,104.416,145.192,3.54419,57.5506,108.12,12.5743,189.739,40.4326,22.8705,15.655,-7.94705,-1.55413,-4.27964,-18.4475,-1.43948,-10.374,87.3372,0,56.9883,41.2209,-5.77686,24.2884,21.5523,0,0,51.8596,-0.493342,0,92.1674,0,0,0,60.6981,-16.1393,16.8254,16.4955,0,0,0,0,0,0,0,0,0,0,0,40.8422,0,0,0,0,0,0,0,0,0,0,0,0
1199.38,603.446,559.503,1148.16,1371.08,1015.34,825.514,1714.24,1566.96,1380.96,1455.51,1452.01,1039.87,1732.08,2022.59,2079.37,2502.49,1960,1969.14,2221.78,1962.59,3092.12,1570.31,2487.22,3168.7,2931.58,3117.49,2550.68,2961.72,2493.1,2416.88,1556.94,2466.43,1871.13,2001.69,2389.98,1340.08,1879.39,1819.95,1484.61,1530.18,1067.03,879.054,496.818,524.607,298.84,212.922,22.2634,177.799,126.226,-3.02937,-15.6389,103.595,31.2631,186.25,77.2989,379.773,99.7449,204.928,128.216,44.0218,0.177927,179.981,55.6759,-9.74341,-1.58368,77.1605,78.7469,114.007,110.429,32.5255,-11.4578,-12.3231,177.429,0,0,30.4197,0,-14.7608,9.20497,-17.7636,32.1859,0,66.0588,0,0,69.1796,0,0,0,0,0,38.2687,43.0122,35.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,241.378,1328.36,744.119,293.803,738.433,1067.07,646.083,302.3,591.223,930.366,888.141,589.617,940.676,912.505,756.857,669.245,1326.03,627.932,603.205,900.727,516.293,729.76,756.617,756.64,654.095,855.132,1050.72,672.326,675.923,526.982,705.299,580.227,1051.04,765.749,555.978,493.166,521.36,710.053,348.9,404.259,556.895,427.854,427.184,362.872,347.337,85.2513,453.542,179.509,91.3654,219.056,170.305,156.842,214.6,143.817,145.064,85.1377,192.26,123.029,426.151,208.33,222.257,-14.8519,201.939,65.8461,53.6429,162.73,0,71.1986,-11.2523,53.4275,-39.8066,-3.57595,62.3359,119.335,-22.9638,34.9844,0,0,0,0,0,26.8441,5.91935,235.365,0,69.1796,0,0,108.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.875,482.757,671.403,1774.42,698.153,726.545,476.549,795.268,474.495,500.64,611.63,912.162,783.515,768.875,740.142,898.542,921.655,594.502,866.307,704.495,620.421,802.22,1466.79,779.798,834.101,644.831,863.751,1517.07,725.511,961.986,1178.4,1181.63,1133.44,1122.03,1133.04,758.966,728.138,606.62,281.172,307.902,545.591,471.538,437.996,492.812,439.19,386.511,183.52,347.314,267.197,198.666,184.99,186.952,44.3041,212.625,190.989,152.126,42.2839,176.311,12.2143,79.108,84.5953,84.71,-80.4936,15.7763,44.1894,-5.45932,95.8538,156.638,46.0607,32.748,81.1409,191.336,27.6059,-18.9704,211.882,16.0846,91.259,0,31.0099,94.608,0,32.1859,65.4108,0,100.871,0,34.5898,57.2336,49.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,482.757,754.412,757.594,881.409,1050.74,926.198,251.577,379.723,439.414,538.855,907.053,796.758,524.51,811.154,359.031,522.362,677.596,319.508,296.654,491.247,427.086,282.234,279.716,310.208,212.258,371.082,285.001,527.548,204.13,525.811,161.516,163.187,319.047,357.536,300.519,483.228,317.055,263.999,447.668,642.486,468.556,367.521,239.124,362.098,554.116,582.058,262.973,251.374,489.751,315.749,297.583,158.439,83.1206,82.5072,176.037,113.389,84.8966,190.076,84.2697,143.392,-6.91788,89.5546,22.043,83.9672,89.2113,56.5279,85.4824,100.564,46.273,102.83,73.4985,176.363,88.4966,22.0258,-0.493342,50.9427,85.2796,0,0,0,-3.67364,147.388,0,33.6236,0,0,0,0,0,36.859,0,0,0,0,0,40.8422,0,0,0,0,0,0,0,0,0,0,0,0
239.875,844.825,1104.56,535.364,587.606,553.824,630.86,396.591,635.315,227.714,800.529,637.039,718.51,717.374,368.834,359.936,800.011,355.203,267.331,204.005,561.012,231.994,573.526,432.987,500.246,313.503,160.274,160.061,399.494,346.663,387.268,595.226,241.323,91.5114,266.007,89.5926,311.88,130.415,387.207,360.812,225.865,366.037,350.334,213.861,289.69,276.908,4.12791,154.255,366.867,248.525,391.424,188.338,138.962,133.932,120.948,129.633,180.113,323.081,93.625,70.0093,15.3188,187.29,-3.81057,-1.0678,32.994,17.3034,165.092,107.463,-8.43179,-2.80342,61.119,0.484644,31.0814,13.3957,0,172.28,54.9965,67.346,93.0297,31.536,0,32.1859,-6.18265,-14.1754,0,60.476,42.5835,0,0,0,0,0,0,0,0,0,0,41.6657,0,0,0,0,0,0,0,0,0,0,0
719.626,967.841,1228.75,626.267,642.88,686.337,261.724,997.967,635.315,773.566,741.467,549.163,718.391,878.243,460.775,547.935,986.005,851.831,432.107,711.124,449.854,199.002,572.627,561.432,125.576,130.949,456.301,119.661,460.917,705.658,415.875,739.046,431.148,321.528,326.492,118.09,58.2066,566.658,446.761,619.162,165.295,380.961,178.789,387.337,362.652,247.793,271.358,395.908,194.904,356.637,356.237,210.777,329.886,272.606,155.327,79.8299,135.645,122.297,-9.32059,196.313,82.0299,130.275,45.6334,-21.287,12.7884,46.3744,-2.47071,10.698,9.16213,85.9949,-25.9735,125.878,85.3862,117.18,24.3818,41.1414,24.7483,36.6235,0,0,-33.9952,0,0,66.0588,33.6236,0,0,35.179,-70.2421,-0.720735,0,0,0,0,0,0,0,0,0,0,0,0,0,139.337,0,0,0,0,0
65.3332,813.117,991.581,535.364,881.409,773.831,402.75,667.397,792.153,531.333,783.023,644.925,467.027,97.5815,269.147,661.33,263.946,464.517,441.582,469.396,198.998,283.404,389.06,557.374,365.72,400.506,521.576,355.9,31.0421,436.679,296.191,349.966,277.818,433.796,139.167,174.371,110.337,383.05,380.431,191.136,374.983,153.461,717.708,180.448,217.326,126.759,111.102,174.592,-11.1985,153.423,163.83,25.0449,207.717,80.2188,17.563,277.433,92.7463,35.6282,25.8356,46.0554,78.2239,82.3354,0.2923,107.379,17.9091,27.5846,50.0457,-19.8838,23.1397,2.804,6.28377,1.26154,0,0,1.82742,10.8695,91.259,0,93.0297,63.072,31.8989,0,-12.3653,-28.3508,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3313,0,0,0,0,0,0,0,0,0,0,0
992.168,587.011,895.205,521.889,544.945,686.337,261.724,251.577,236.252,531.333,946.079,625.749,729.966,537.42,316.421,395.19,331.168,803.967,437.218,351.186,325.346,539.991,207.727,450.633,267.568,449.134,203.122,515.637,206.836,182.448,138.687,425.31,266.892,173.888,268.904,111.042,291.336,582.799,277.675,344.636,303.426,261.418,356.703,96.9113,304.415,148.874,113.373,294.26,269.719,224.13,147.719,110.009,19.5043,142.311,29.5236,46.9771,16.6304,48.2054,33.8924,-5.44822,51.9398,-18.7225,23.8508,21.0377,13.2444,-16.7757,-17.7228,28.4941,28.5611,-30.5456,107.217,-41.941,24.0299,49.2556,149.169,0,91.259,30.7225,31.0099,0,0,0,98.1161,0,100.871,0,103.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512.417,829.552,222.722,417.511,251.142,317.12,436.206,417.905,602.609,636.594,291.101,206.71,535.276,448.868,306.099,416.515,229.274,570.068,594.987,204.747,530.614,386.944,287.671,513.517,486.318,381.422,293.949,-26.2897,613.142,303.723,147.911,50.8736,184.222,334.696,54.6475,37.3544,290.052,482.076,238.106,417.651,107.982,419.307,123.862,-32.5421,223.088,134.206,112.961,165.85,258.536,-18.1279,266.98,132.911,318.525,182.869,207.002,128.569,86.7599,19.333,-7.75442,101.019,80.7774,-13.7849,10.9903,119.439,39.6699,113.427,56.1541,-0.27832,-22.237,118.01,29.3223,35.8654,3.31039,0,-1.22313,-1.45053,60.8393,0,2.79394,3.3994,0.400097,193.115,0,0,-11.1425,-3.60371,0,0,0,0,0,0,-11.6586,-16.7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3611
1439.25,482.757,447.602,1014.83,810.637,276.912,261.724,417.905,871.567,227.714,291.101,774.717,380.199,388.423,558.579,478.534,464.342,391.932,545.184,645.841,620.703,504.208,666.394,709.023,357.522,301.209,316.04,320.091,410.201,427.895,518.763,642.544,552.743,225.623,329.84,341.957,293.252,72.0096,155.121,355.836,163.646,191.837,204.257,395.647,464.251,212.339,131.606,80.3375,99.2819,170.436,29.9798,2.97111,33.2138,192.121,38.8397,9.99542,21.2019,130.632,206.604,102.406,103.072,-23.2628,124.001,-38.2917,19.7445,31.7055,51.7648,178.924,7.71559,9.45005,22.065,29.9829,29.425,182.503,56.7177,131.232,21.0685,46.7943,-41.943,7.00941,3.65507,-13.9675,-35.3287,-30.1902,1.91027,-13.657,-101.583,-109.368,-56.4695,-26.9576,-47.9898,-109.28,-18.0342,0,0,0,0,0,85.0818,6.76791,37.1694,338.153,156.1,92.8911,47.1644,47.905,245.318,49.8685,0
239.875,363.231,782.225,701.696,125.096,738.433,718.102,567.09,472.503,455.428,654.978,696.271,933.127,942.673,789.996,573.022,573.071,269.839,711.415,559.965,744.593,490.088,879.846,568.174,564.678,644.124,776.128,671.185,576.904,798.452,428.736,430.434,314.705,442.431,398.478,297.696,303.689,398.267,145.988,327.447,384.206,352.243,242.172,277.541,106.462,163.276,161.203,96.8682,241.471,64.4025,141.774,61.1108,12.9123,72.7046,86.2372,113.368,109.622,98.8723,119.581,190.415,23.3289,128.859,-24.1509,49.1446,75.1796,-26.4342,19.394,122.358,135.348,-15.7379,73.3169,-28.7996,43.9614,-2.02659,44.6225,8.43001,-38.3082,71.5041,31.0099,31.536,0,0,80.5323,17.758,67.2472,20.1587,14.1945,22.0545,49.1319,36.2114,110.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992.168,950.242,558.424,179.806,810.637,184.608,785.172,748.475,778.787,546.011,654.978,417.668,463.278,511.121,760.624,757.434,693.476,788.21,545.494,767.89,1119.58,304.47,743.922,677.171,920.202,596.689,470.938,442.587,319.762,585.627,670.979,368.204,554.396,506.667,192.884,831.49,264.465,371.21,454.802,315.504,246.134,340.9,230.44,239.69,228.92,342.405,256.262,93.9077,88.2589,245.997,98.6342,159.975,113.698,132.375,88.6404,152.107,139.237,67.4154,142.697,155.317,13.5587,75.7232,8.03074,26.509,17.4064,46.3683,124.345,186.432,28.5611,42.9257,95.0202,0,141.378,5.61082,59.6677,0,30.4197,18.4739,25.9915,63.072,0,0,0,0,0,0,0,0,0,0,0,37.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,604.61,222.722,313.134,489.672,646.129,718.102,646.083,540.544,394.202,873.304,776.536,705.993,1053.5,615.729,478.16,579.269,667.573,432.169,845.984,720.469,303.172,230.642,878.867,857.996,343.195,307.032,783.24,403.344,308.55,1279.11,603.088,391.96,770.231,576.824,425.973,439.995,312.768,253.286,317.259,182.195,147.847,366.49,279.909,180.522,168.504,60.7118,210.636,228.179,98.1754,182.316,66.2929,122.245,45.8036,78.2351,276.614,14.1985,179.319,147.941,16.3009,50.1235,5.92593,174.407,84.6108,-2.71666,48.2405,91.688,21.5419,57.1221,57.3171,57.9771,145.798,88.1816,58.9977,31.6613,28.3196,0,30.7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,362.068,335.702,417.511,587.606,738.433,872.413,249.492,476.486,424.735,466.079,631.747,651.621,629.908,836.414,476.801,168.758,502.338,658.375,520.822,681.844,816.81,428.176,228.287,243.254,425.806,383.458,491.047,357.013,376.692,315.307,547.484,546.755,274.199,296.966,119.522,208.521,511.624,325.439,372.961,279.596,240.533,61.2824,267.292,359.5,314.352,36.0604,93.71,56.8312,241.866,210.373,69.8306,175.582,256.333,24.2541,98.7594,152.92,126.346,137.41,119.706,53.9224,33.9689,56.1336,-26.8983,-12.1351,-20.7351,22.4761,51.792,-19.3127,119.069,52.1524,58.3193,88.1816,58.9977,59.6677,59.884,14.6803,73.247,6.27125,25.1584,0,0,65.4108,0,0,0,0,0,0,144.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,1087.37,782.225,104.378,587.606,738.433,496.72,1025.53,1301.98,423.559,509.427,699.133,594.338,588.068,749.099,835.667,821.899,557.95,656.466,791.209,427.655,173.769,354.407,395.099,242.341,688.079,411.462,219.578,328.341,366.061,103.818,412.398,281.841,370.195,308.31,344.918,115.75,317.931,357.013,294.112,375.21,269.803,198.538,557.955,277.999,115.8,159.087,420.285,13.6495,149.33,132.574,190.946,123.027,124.646,-11.0773,117.713,44.1704,63.911,-4.65247,75.8365,-40.8872,198.974,126.691,215.556,77.0669,-8.51591,56.5279,101.599,108.657,-2.01791,69.5568,3.53125,144.174,55.8353,27.8718,30.1674,0,30.7225,0,0,30.5778,14.1648,0,0,33.6236,0,0,0,0,0,0,0,0,0,0,40.3074,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,965.514,895.205,597.318,1019.12,1500.38,664.474,669.483,710.746,956.068,1103.55,368.426,855.222,263.634,705.987,394.113,723.223,727.13,407.44,687.276,440.18,805.15,288.011,322.196,383.662,685.652,158.419,553.58,603.345,235.646,182.129,476.064,355.021,322.426,264.486,380.288,367.153,118.533,463.231,153.166,185.273,510.808,212.464,268.582,341.547,155.187,175.762,248.733,70.3198,117.665,106.698,160.673,-16.5303,137.295,49.3235,11.2087,33.594,-39.0671,-19.6199,44.3642,-23.9165,108.077,-68.3458,70.7692,-23.2498,205.852,109.222,73.7864,26.095,179.718,66.0977,1.2813,135.3,61.8031,268.505,6.13324,43.6027,32.1912,91.5471,122.941,125.745,0,59.2281,35.6794,50.1191,0,0,0,0,72.4228,0,0,0,77.5101,0,0,0,41.6657,0,0,0,0,0,0,0,0,0,0,0
